Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01005689,380,South Lanarkshire,5893,4
S01005690,380,South Lanarkshire,4746,6
S01005691,380,South Lanarkshire,3988,8
S01005692,380,South Lanarkshire,3672,9
S01005693,380,South Lanarkshire,4891,6
S01005694,380,South Lanarkshire,1638,19
S01005695,380,South Lanarkshire,1603,19
S01005696,380,South Lanarkshire,1999,16
S01005697,380,South Lanarkshire,961,23
S01005698,380,South Lanarkshire,3816,9
S01005699,380,South Lanarkshire,1511,20
S01005700,380,South Lanarkshire,2550,14
S01005701,380,South Lanarkshire,969,23
S01005702,380,South Lanarkshire,1534,19
S01005703,380,South Lanarkshire,5140,5
S01005704,380,South Lanarkshire,1337,21
S01005705,380,South Lanarkshire,3703,9
S01005706,380,South Lanarkshire,5608,4
S01005707,380,South Lanarkshire,781,25
S01005708,380,South Lanarkshire,2688,13
S01005709,380,South Lanarkshire,1658,19
S01005710,380,South Lanarkshire,4528,7
S01005711,380,South Lanarkshire,5108,6
S01005712,380,South Lanarkshire,1870,17
S01005713,380,South Lanarkshire,3103,12
S01005714,380,South Lanarkshire,3351,11
S01005715,380,South Lanarkshire,2410,14
S01005716,380,South Lanarkshire,5517,5
S01005717,380,South Lanarkshire,4801,6
S01005718,380,South Lanarkshire,2791,13
S01005719,380,South Lanarkshire,5486,5
S01005720,380,South Lanarkshire,5375,5
S01005721,380,South Lanarkshire,1498,20
S01005722,380,South Lanarkshire,5404,5
S01005723,380,South Lanarkshire,3269,11
S01005724,380,South Lanarkshire,5703,4
S01005725,380,South Lanarkshire,3804,9
S01005726,380,South Lanarkshire,3446,10
S01005727,380,South Lanarkshire,4179,8
S01005728,380,South Lanarkshire,1909,17
S01005729,380,South Lanarkshire,418,30
S01005730,380,South Lanarkshire,2184,16
S01005731,380,South Lanarkshire,1845,17
S01005732,380,South Lanarkshire,2115,16
S01005733,380,South Lanarkshire,4061,8
S01005734,380,South Lanarkshire,4217,8
S01005735,380,South Lanarkshire,4744,6
S01005736,380,South Lanarkshire,3592,10
S01005737,380,South Lanarkshire,1765,18
S01005738,380,South Lanarkshire,1585,19
S01005739,380,South Lanarkshire,1800,18
S01005740,380,South Lanarkshire,4050,8
S01005741,380,South Lanarkshire,3805,9
S01005742,380,South Lanarkshire,3638,10
S01005743,380,South Lanarkshire,5529,5
S01005744,380,South Lanarkshire,2540,14
S01005745,380,South Lanarkshire,1928,17
S01005746,380,South Lanarkshire,4321,8
S01005747,380,South Lanarkshire,2857,13
S01005748,380,South Lanarkshire,395,30
S01005749,380,South Lanarkshire,4471,7
S01005750,380,South Lanarkshire,1643,19
S01005751,380,South Lanarkshire,3186,11
S01005752,380,South Lanarkshire,720,25
S01005753,380,South Lanarkshire,2453,14
S01005754,380,South Lanarkshire,2896,12
S01005755,380,South Lanarkshire,772,25
S01005756,380,South Lanarkshire,1332,21
S01005757,380,South Lanarkshire,208,34
S01005758,380,South Lanarkshire,2581,14
S01005759,380,South Lanarkshire,617,27
S01005760,380,South Lanarkshire,4004,8
S01005761,380,South Lanarkshire,4721,6
S01005762,380,South Lanarkshire,644,26
S01005763,380,South Lanarkshire,4546,7
S01005764,380,South Lanarkshire,409,30
S01005765,380,South Lanarkshire,921,24
S01005766,380,South Lanarkshire,2765,13
S01005767,380,South Lanarkshire,4674,7
S01005768,380,South Lanarkshire,2001,16
S01005769,380,South Lanarkshire,1118,22
S01005770,380,South Lanarkshire,1397,20
S01005771,380,South Lanarkshire,4489,7
S01005772,380,South Lanarkshire,4983,6
S01005773,380,South Lanarkshire,5005,6
S01005774,380,South Lanarkshire,3340,11
S01005775,380,South Lanarkshire,1556,19
S01005776,380,South Lanarkshire,3139,11
S01005777,380,South Lanarkshire,3536,10
S01005778,380,South Lanarkshire,1372,20
S01005779,380,South Lanarkshire,4187,8
S01005780,380,South Lanarkshire,5699,4
S01005781,380,South Lanarkshire,2230,15
S01005782,380,South Lanarkshire,1416,20
S01005783,380,South Lanarkshire,4332,8
S01005784,380,South Lanarkshire,4062,8
S01005785,380,South Lanarkshire,5003,6
S01005786,380,South Lanarkshire,2967,12
S01005787,380,South Lanarkshire,4207,8
S01005788,380,South Lanarkshire,1871,17
S01005789,380,South Lanarkshire,3673,9
S01005790,380,South Lanarkshire,2650,13
S01005791,380,South Lanarkshire,3397,10
S01005792,380,South Lanarkshire,1873,17
S01005793,380,South Lanarkshire,3579,10
S01005794,380,South Lanarkshire,4059,8
S01005795,380,South Lanarkshire,1957,17
S01005796,380,South Lanarkshire,3772,9
S01005797,380,South Lanarkshire,5585,5
S01005798,380,South Lanarkshire,2156,16
S01005799,380,South Lanarkshire,2897,12
S01005800,380,South Lanarkshire,2055,16
S01005801,380,South Lanarkshire,3385,10
S01005802,380,South Lanarkshire,5223,5
S01005803,380,South Lanarkshire,2076,16
S01005804,380,South Lanarkshire,5164,5
S01005805,380,South Lanarkshire,4858,6
S01005806,380,South Lanarkshire,1432,20
S01005807,380,South Lanarkshire,1510,20
S01005808,380,South Lanarkshire,1720,18
S01005809,380,South Lanarkshire,4021,8
S01005810,380,South Lanarkshire,3229,11
S01005811,380,South Lanarkshire,2620,14
S01005812,380,South Lanarkshire,4266,8
S01005813,380,South Lanarkshire,3075,12
S01005814,380,South Lanarkshire,1333,21
S01005815,380,South Lanarkshire,1940,17
S01005816,380,South Lanarkshire,3748,9
S01005817,380,South Lanarkshire,5484,5
S01005818,380,South Lanarkshire,6175,3
S01005819,380,South Lanarkshire,1487,20
S01005820,380,South Lanarkshire,2659,13
S01005821,380,South Lanarkshire,3307,11
S01005822,380,South Lanarkshire,3054,12
S01005823,380,South Lanarkshire,3371,11
S01005824,380,South Lanarkshire,5973,4
S01005825,380,South Lanarkshire,3127,11
S01005826,380,South Lanarkshire,5936,4
S01005827,380,South Lanarkshire,4714,6
S01005828,380,South Lanarkshire,2301,15
S01005829,380,South Lanarkshire,4614,7
S01005830,380,South Lanarkshire,1054,23
S01005831,380,South Lanarkshire,4127,8
S01005832,380,South Lanarkshire,1031,23
S01005833,380,South Lanarkshire,2427,14
S01005834,380,South Lanarkshire,1920,17
S01005835,380,South Lanarkshire,5788,4
S01005836,380,South Lanarkshire,6179,3
S01005837,380,South Lanarkshire,5078,6
S01005838,380,South Lanarkshire,2406,14
S01005839,380,South Lanarkshire,3999,8
S01005840,380,South Lanarkshire,2677,13
S01005841,380,South Lanarkshire,3317,11
S01005842,380,South Lanarkshire,2303,15
S01005843,380,South Lanarkshire,5006,6
S01005844,380,South Lanarkshire,3352,11
S01005845,380,South Lanarkshire,5778,4
S01005846,380,South Lanarkshire,1848,17
S01005847,380,South Lanarkshire,2792,13
S01005848,380,South Lanarkshire,1614,19
S01005849,380,South Lanarkshire,2785,13
S01005850,380,South Lanarkshire,1812,18
S01005851,380,South Lanarkshire,1639,19
S01005852,380,South Lanarkshire,2946,12
S01005853,380,South Lanarkshire,2254,15
S01005854,380,South Lanarkshire,1865,17
S01005855,380,South Lanarkshire,301,32
S01005856,380,South Lanarkshire,2260,15
S01005857,380,South Lanarkshire,1290,21
S01005858,380,South Lanarkshire,2244,15
S01005859,380,South Lanarkshire,3231,11
S01005860,380,South Lanarkshire,1863,17
S01005861,380,South Lanarkshire,6067,3
S01005862,380,South Lanarkshire,3055,12
S01005863,380,South Lanarkshire,3879,9
S01005864,380,South Lanarkshire,2944,12
S01005865,380,South Lanarkshire,990,23
S01005866,380,South Lanarkshire,4447,7
S01005867,380,South Lanarkshire,2570,14
S01005868,380,South Lanarkshire,6105,3
S01005869,380,South Lanarkshire,428,29
S01005870,380,South Lanarkshire,1864,17
S01005871,380,South Lanarkshire,3593,10
S01005872,380,South Lanarkshire,4154,8
S01005873,380,South Lanarkshire,3279,11
S01005874,380,South Lanarkshire,597,27
S01005875,380,South Lanarkshire,4275,8
S01005876,380,South Lanarkshire,5390,5
S01005877,380,South Lanarkshire,2816,13
S01005878,380,South Lanarkshire,5514,5
S01005879,380,South Lanarkshire,3407,10
S01005880,380,South Lanarkshire,231,33
S01005881,380,South Lanarkshire,2110,16
S01005882,380,South Lanarkshire,6137,3
S01005883,380,South Lanarkshire,3021,12
S01005884,380,South Lanarkshire,4706,7
S01005885,380,South Lanarkshire,5366,5
S01005886,380,South Lanarkshire,6260,3
S01005887,380,South Lanarkshire,3386,10
S01005888,380,South Lanarkshire,1771,18
S01005889,380,South Lanarkshire,1615,19
S01005890,380,South Lanarkshire,5604,4
S01005891,380,South Lanarkshire,589,27
S01005892,380,South Lanarkshire,479,29
S01005893,380,South Lanarkshire,2485,14
S01005894,380,South Lanarkshire,3174,11
S01005895,380,South Lanarkshire,5179,5
S01005896,380,South Lanarkshire,4320,8
S01005897,380,South Lanarkshire,3842,9
S01005898,380,South Lanarkshire,3905,9
S01005899,380,South Lanarkshire,1376,20
S01005900,380,South Lanarkshire,5642,4
S01005901,380,South Lanarkshire,4988,6
S01005902,380,South Lanarkshire,5439,5
S01005903,380,South Lanarkshire,2435,14
S01005904,380,South Lanarkshire,2530,14
S01005905,380,South Lanarkshire,4097,8
S01005906,380,South Lanarkshire,1783,18
S01005907,380,South Lanarkshire,2326,15
S01005908,380,South Lanarkshire,1970,17
S01005909,380,South Lanarkshire,4644,7
S01005910,380,South Lanarkshire,5962,4
S01005911,380,South Lanarkshire,3165,11
S01005912,380,South Lanarkshire,3002,12
S01005913,380,South Lanarkshire,118,36
S01005914,380,South Lanarkshire,1947,17
S01005915,380,South Lanarkshire,2033,16
S01005916,380,South Lanarkshire,5913,4
S01005917,380,South Lanarkshire,478,29
S01005918,380,South Lanarkshire,3883,9
S01005919,380,South Lanarkshire,5345,5
S01005920,380,South Lanarkshire,2231,15
S01005921,380,South Lanarkshire,2803,13
S01005922,380,South Lanarkshire,3211,11
S01005923,380,South Lanarkshire,2758,13
S01005924,380,South Lanarkshire,5873,4
S01005925,380,South Lanarkshire,5627,4
S01005926,380,South Lanarkshire,3483,10
S01005927,380,South Lanarkshire,5274,5
S01005928,380,South Lanarkshire,831,24
S01005929,380,South Lanarkshire,2522,14
S01005930,380,South Lanarkshire,3715,9
S01005931,380,South Lanarkshire,2770,13
S01005932,380,South Lanarkshire,573,27
S01005933,380,South Lanarkshire,5251,5
S01005934,380,South Lanarkshire,1980,17
S01005935,380,South Lanarkshire,3233,11
S01005936,380,South Lanarkshire,1202,22
S01005937,380,South Lanarkshire,4897,6
S01005938,380,South Lanarkshire,1497,20
S01005939,380,South Lanarkshire,435,29
S01005940,380,South Lanarkshire,1825,17
S01005941,380,South Lanarkshire,6019,3
S01005942,380,South Lanarkshire,820,24
S01005943,380,South Lanarkshire,2324,15
S01005944,380,South Lanarkshire,2339,15
S01005945,380,South Lanarkshire,2460,14
S01005946,380,South Lanarkshire,1798,18
S01005947,380,South Lanarkshire,307,32
S01005948,380,South Lanarkshire,2016,16
S01005949,380,South Lanarkshire,1680,19
S01005950,380,South Lanarkshire,889,24
S01005951,380,South Lanarkshire,480,29
S01005952,380,South Lanarkshire,817,24
S01005953,380,South Lanarkshire,2830,13
S01005954,380,South Lanarkshire,910,24
S01005955,380,South Lanarkshire,3259,11
S01005956,380,South Lanarkshire,1137,22
S01005957,380,South Lanarkshire,631,26
S01005958,380,South Lanarkshire,950,23
S01005959,380,South Lanarkshire,309,32
S01005960,380,South Lanarkshire,2094,16
S01005961,380,South Lanarkshire,941,24
S01005962,380,South Lanarkshire,1067,23
S01005963,380,South Lanarkshire,1792,18
S01005964,380,South Lanarkshire,963,23
S01005965,380,South Lanarkshire,587,27
S01005966,380,South Lanarkshire,1024,23
S01005967,380,South Lanarkshire,649,26
S01005968,380,South Lanarkshire,4463,7
S01005969,380,South Lanarkshire,3042,12
S01005970,380,South Lanarkshire,1231,21
S01005971,380,South Lanarkshire,1808,18
S01005972,380,South Lanarkshire,2764,13
S01005973,380,South Lanarkshire,2376,15
S01005974,380,South Lanarkshire,563,27
S01005975,380,South Lanarkshire,748,25
S01005976,380,South Lanarkshire,5346,5
S01005977,380,South Lanarkshire,2409,14
S01005978,380,South Lanarkshire,4599,7
S01005979,380,South Lanarkshire,1362,20
S01005980,380,South Lanarkshire,5145,5
S01005981,380,South Lanarkshire,2622,14
S01005982,380,South Lanarkshire,494,28
S01005983,380,South Lanarkshire,4462,7
S01005984,380,South Lanarkshire,5318,5
S01005985,380,South Lanarkshire,1737,18
S01005986,380,South Lanarkshire,6073,3
S01005987,380,South Lanarkshire,1797,18
S01005988,380,South Lanarkshire,584,27
S01005989,380,South Lanarkshire,5931,4
S01005990,380,South Lanarkshire,92,38
S01005991,380,South Lanarkshire,1316,21
S01005992,380,South Lanarkshire,337,31
S01005993,380,South Lanarkshire,4449,7
S01005994,380,South Lanarkshire,2265,15
S01005995,380,South Lanarkshire,114,37
S01005996,380,South Lanarkshire,5272,5
S01005997,380,South Lanarkshire,1071,22
S01005998,380,South Lanarkshire,102,37
S01005999,380,South Lanarkshire,4376,7
S01006000,380,South Lanarkshire,439,29
S01006001,380,South Lanarkshire,3618,10
S01006002,380,South Lanarkshire,1717,18
S01006003,380,South Lanarkshire,581,27
S01006004,380,South Lanarkshire,5011,6
S01006005,380,South Lanarkshire,1809,18
S01006006,380,South Lanarkshire,4638,7
S01006007,380,South Lanarkshire,429,29
S01006008,380,South Lanarkshire,540,28
S01006009,380,South Lanarkshire,4565,7
S01006010,380,South Lanarkshire,5904,4
S01006011,380,South Lanarkshire,1077,22
S01006012,380,South Lanarkshire,367,31
S01006013,380,South Lanarkshire,6475,1
S01006014,380,South Lanarkshire,1190,22
S01006015,380,South Lanarkshire,4831,6
S01006016,380,South Lanarkshire,4844,6
S01006017,380,South Lanarkshire,2380,15
S01006018,380,South Lanarkshire,4616,7
S01006019,380,South Lanarkshire,1942,17
S01006020,380,South Lanarkshire,5595,4
S01006021,380,South Lanarkshire,3994,8
S01006022,380,South Lanarkshire,1156,22
S01006023,380,South Lanarkshire,5715,4
S01006024,380,South Lanarkshire,614,27
S01006025,380,South Lanarkshire,1521,19
S01006026,380,South Lanarkshire,1686,18
S01006027,380,South Lanarkshire,5177,5
S01006028,380,South Lanarkshire,3220,11
S01006029,380,South Lanarkshire,3838,9
S01006030,380,South Lanarkshire,5091,6
S01006031,380,South Lanarkshire,2454,14
S01006032,380,South Lanarkshire,1104,22
S01006033,380,South Lanarkshire,4408,7
S01006034,380,South Lanarkshire,913,24
S01006035,380,South Lanarkshire,2329,15
S01006036,380,South Lanarkshire,4784,6
S01006037,380,South Lanarkshire,3009,12
S01006038,380,South Lanarkshire,4140,8
S01006039,380,South Lanarkshire,3267,11
S01006040,380,South Lanarkshire,477,29
S01006041,380,South Lanarkshire,378,30
S01006042,380,South Lanarkshire,1935,17
S01006043,380,South Lanarkshire,3290,11
S01006044,380,South Lanarkshire,2910,12
S01006045,380,South Lanarkshire,3968,9
S01006046,380,South Lanarkshire,3856,9
S01006047,380,South Lanarkshire,1128,22
S01006048,380,South Lanarkshire,5057,6
S01006049,380,South Lanarkshire,2135,16
S01006050,380,South Lanarkshire,2343,15
S01006051,380,South Lanarkshire,3187,11
S01006052,380,South Lanarkshire,4725,6
S01006053,380,South Lanarkshire,4111,8
S01006054,380,South Lanarkshire,3682,9
S01006055,380,South Lanarkshire,4164,8
S01006056,380,South Lanarkshire,5688,4
S01006057,380,South Lanarkshire,1318,21
S01006058,380,South Lanarkshire,517,28
S01006059,380,South Lanarkshire,803,25
S01006060,380,South Lanarkshire,1076,22
S01006061,380,South Lanarkshire,147,36
S01006062,380,South Lanarkshire,314,32
S01006063,380,South Lanarkshire,97,37
S01006064,380,South Lanarkshire,713,25
S01006065,380,South Lanarkshire,918,24
S01006066,380,South Lanarkshire,1594,19
S01006067,390,Stirling,5300,5
S01006068,390,Stirling,3084,12
S01006069,390,Stirling,6044,3
S01006070,390,Stirling,5753,4
S01006071,390,Stirling,6045,3
S01006072,390,Stirling,5807,4
S01006073,390,Stirling,4964,6
S01006074,390,Stirling,5580,5
S01006075,390,Stirling,911,24
S01006076,390,Stirling,1837,17
S01006077,390,Stirling,2952,12
S01006078,390,Stirling,3639,10
S01006079,390,Stirling,2013,16
S01006080,390,Stirling,3853,9
S01006081,390,Stirling,5414,5
S01006082,390,Stirling,1226,21
S01006083,390,Stirling,4293,8
S01006084,390,Stirling,2699,13
S01006085,390,Stirling,3605,10
S01006086,390,Stirling,3207,11
S01006087,390,Stirling,1799,18
S01006088,390,Stirling,5045,6
S01006089,390,Stirling,1562,19
S01006090,390,Stirling,1447,20
S01006091,390,Stirling,5612,4
S01006092,390,Stirling,2421,14
S01006093,390,Stirling,3059,12
S01006094,390,Stirling,1814,18
S01006095,390,Stirling,4724,6
S01006096,390,Stirling,2188,16
S01006097,390,Stirling,1561,19
S01006098,390,Stirling,1287,21
S01006099,390,Stirling,4982,6
S01006100,390,Stirling,304,32
S01006101,390,Stirling,1223,21
S01006102,390,Stirling,1361,21
S01006103,390,Stirling,4104,8
S01006104,390,Stirling,1161,22
S01006105,390,Stirling,1703,18
S01006106,390,Stirling,2682,13
S01006107,390,Stirling,2131,16
S01006108,390,Stirling,1589,19
S01006109,390,Stirling,4169,8
S01006110,390,Stirling,1014,23
S01006111,390,Stirling,2213,15
S01006112,390,Stirling,4487,7
S01006113,390,Stirling,5578,5
S01006114,390,Stirling,1735,18
S01006115,390,Stirling,4398,7
S01006116,390,Stirling,6101,3
S01006117,390,Stirling,2890,12
S01006118,390,Stirling,3467,10
S01006119,390,Stirling,6350,2
S01006120,390,Stirling,3614,10
S01006121,390,Stirling,1398,20
S01006122,390,Stirling,4723,6
S01006123,390,Stirling,2636,13
S01006124,390,Stirling,1188,22
S01006125,390,Stirling,3152,11
S01006126,390,Stirling,2565,14
S01006127,390,Stirling,5175,5
S01006128,390,Stirling,3977,9
S01006129,390,Stirling,3017,12
S01006130,390,Stirling,496,28
S01006131,390,Stirling,5133,5
S01006132,390,Stirling,21,47
S01006133,390,Stirling,5107,6
S01006134,390,Stirling,3622,10
S01006135,390,Stirling,58,41
S01006136,390,Stirling,194,34
S01006137,390,Stirling,4357,7
S01006138,390,Stirling,5212,5
S01006139,390,Stirling,1122,22
S01006140,390,Stirling,5558,5
S01006141,390,Stirling,2413,14
S01006142,390,Stirling,4956,6
S01006143,390,Stirling,6034,3
S01006144,390,Stirling,5124,5
S01006145,390,Stirling,5067,6
S01006146,390,Stirling,6381,2
S01006147,390,Stirling,4516,7
S01006148,390,Stirling,4024,8
S01006149,390,Stirling,4180,8
S01006150,390,Stirling,4760,6
S01006151,390,Stirling,6502,0
S01006152,390,Stirling,6461,1
S01006153,390,Stirling,6232,3
S01006154,390,Stirling,6177,3
S01006155,390,Stirling,3797,9
S01006156,390,Stirling,4782,6
S01006157,390,Stirling,2850,13
S01006158,390,Stirling,6273,3
S01006159,390,Stirling,5241,5
S01006160,390,Stirling,6001,3
S01006161,390,Stirling,5276,5
S01006162,390,Stirling,4388,7
S01006163,390,Stirling,4921,6
S01006164,390,Stirling,3268,11
S01006165,390,Stirling,5763,4
S01006166,390,Stirling,6003,3
S01006167,390,Stirling,6357,2
S01006168,390,Stirling,3699,9
S01006169,390,Stirling,5347,5
S01006170,390,Stirling,4294,8
S01006171,390,Stirling,3849,9
S01006172,390,Stirling,4225,8
S01006173,390,Stirling,5843,4
S01006174,390,Stirling,3952,9
S01006175,390,Stirling,3983,9
S01006176,390,Stirling,3970,9
S01006177,395,West Dunbartonshire,116,36
S01006178,395,West Dunbartonshire,2656,13
S01006179,395,West Dunbartonshire,2129,16
S01006180,395,West Dunbartonshire,1346,21
S01006181,395,West Dunbartonshire,265,32
S01006182,395,West Dunbartonshire,703,26
