Data Zone,Local Authority Code,Local Authority Name,Employment domain 2012 rank,Employment domain 2012 rate (%)
S01003148,260,Glasgow City,1767,18
S01003149,260,Glasgow City,2927,12
S01003150,260,Glasgow City,312,32
S01003151,260,Glasgow City,2458,14
S01003152,260,Glasgow City,1663,19
S01003153,260,Glasgow City,5852,4
S01003154,260,Glasgow City,2681,13
S01003155,260,Glasgow City,5357,5
S01003156,260,Glasgow City,4640,7
S01003157,260,Glasgow City,3248,11
S01003158,260,Glasgow City,570,27
S01003159,260,Glasgow City,1286,21
S01003160,260,Glasgow City,315,31
S01003161,260,Glasgow City,1608,19
S01003162,260,Glasgow City,469,29
S01003163,260,Glasgow City,5545,5
S01003164,260,Glasgow City,2432,14
S01003165,260,Glasgow City,1975,17
S01003166,260,Glasgow City,3844,9
S01003167,260,Glasgow City,776,25
S01003168,260,Glasgow City,4580,7
S01003169,260,Glasgow City,2891,12
S01003170,260,Glasgow City,3986,8
S01003171,260,Glasgow City,5547,5
S01003172,260,Glasgow City,3558,10
S01003173,260,Glasgow City,2901,12
S01003174,260,Glasgow City,2589,14
S01003175,260,Glasgow City,521,28
S01003176,260,Glasgow City,2364,15
S01003177,260,Glasgow City,4298,8
S01003178,260,Glasgow City,1440,20
S01003179,260,Glasgow City,4057,8
S01003180,260,Glasgow City,4053,8
S01003181,260,Glasgow City,675,26
S01003182,260,Glasgow City,599,27
S01003183,260,Glasgow City,3376,10
S01003184,260,Glasgow City,241,33
S01003185,260,Glasgow City,837,24
S01003186,260,Glasgow City,5296,5
S01003187,260,Glasgow City,2840,13
S01003188,260,Glasgow City,1645,19
S01003189,260,Glasgow City,2405,14
S01003190,260,Glasgow City,242,33
S01003191,260,Glasgow City,972,23
S01003192,260,Glasgow City,1481,20
S01003193,260,Glasgow City,4064,8
S01003194,260,Glasgow City,187,34
S01003195,260,Glasgow City,2871,12
S01003196,260,Glasgow City,4542,7
S01003197,260,Glasgow City,3837,9
S01003198,260,Glasgow City,954,23
S01003199,260,Glasgow City,1875,17
S01003200,260,Glasgow City,1413,20
S01003201,260,Glasgow City,1239,21
S01003202,260,Glasgow City,556,28
S01003203,260,Glasgow City,1748,18
S01003204,260,Glasgow City,1049,23
S01003205,260,Glasgow City,69,39
S01003206,260,Glasgow City,436,29
S01003207,260,Glasgow City,2662,13
S01003208,260,Glasgow City,82,39
S01003209,260,Glasgow City,2862,13
S01003210,260,Glasgow City,5573,5
S01003211,260,Glasgow City,3447,10
S01003212,260,Glasgow City,3775,9
S01003213,260,Glasgow City,616,27
S01003214,260,Glasgow City,1152,22
S01003215,260,Glasgow City,1303,21
S01003216,260,Glasgow City,1764,18
S01003217,260,Glasgow City,27,46
S01003218,260,Glasgow City,1950,17
S01003219,260,Glasgow City,2863,13
S01003220,260,Glasgow City,2096,16
S01003221,260,Glasgow City,288,32
S01003222,260,Glasgow City,2754,13
S01003223,260,Glasgow City,163,35
S01003224,260,Glasgow City,4393,7
S01003225,260,Glasgow City,176,35
S01003226,260,Glasgow City,293,32
S01003227,260,Glasgow City,2725,13
S01003228,260,Glasgow City,636,26
S01003229,260,Glasgow City,6259,3
S01003230,260,Glasgow City,2936,12
S01003231,260,Glasgow City,991,23
S01003232,260,Glasgow City,55,41
S01003233,260,Glasgow City,4474,7
S01003234,260,Glasgow City,4323,8
S01003235,260,Glasgow City,2354,15
S01003236,260,Glasgow City,2158,16
S01003237,260,Glasgow City,701,26
S01003238,260,Glasgow City,1694,18
S01003239,260,Glasgow City,1528,19
S01003240,260,Glasgow City,3546,10
S01003241,260,Glasgow City,3728,9
S01003242,260,Glasgow City,1382,20
S01003243,260,Glasgow City,1968,17
S01003244,260,Glasgow City,497,28
S01003245,260,Glasgow City,392,30
S01003246,260,Glasgow City,7,53
S01003247,260,Glasgow City,807,25
S01003248,260,Glasgow City,648,26
S01003249,260,Glasgow City,1106,22
S01003250,260,Glasgow City,2346,15
S01003251,260,Glasgow City,91,38
S01003252,260,Glasgow City,4123,8
S01003253,260,Glasgow City,1,73
S01003254,260,Glasgow City,180,35
S01003255,260,Glasgow City,1801,18
S01003256,260,Glasgow City,261,33
S01003257,260,Glasgow City,4364,7
S01003258,260,Glasgow City,3677,9
S01003259,260,Glasgow City,2790,13
S01003260,260,Glasgow City,4191,8
S01003261,260,Glasgow City,3993,8
S01003262,260,Glasgow City,530,28
S01003263,260,Glasgow City,711,25
S01003264,260,Glasgow City,2370,15
S01003265,260,Glasgow City,2766,13
S01003266,260,Glasgow City,1157,22
S01003267,260,Glasgow City,768,25
S01003268,260,Glasgow City,2065,16
S01003269,260,Glasgow City,246,33
S01003270,260,Glasgow City,270,32
S01003271,260,Glasgow City,1155,22
S01003272,260,Glasgow City,520,28
S01003273,260,Glasgow City,12,50
S01003274,260,Glasgow City,216,34
S01003275,260,Glasgow City,651,26
S01003276,260,Glasgow City,4175,8
S01003277,260,Glasgow City,1418,20
S01003278,260,Glasgow City,2278,15
S01003279,260,Glasgow City,5,54
S01003280,260,Glasgow City,2201,15
S01003281,260,Glasgow City,352,31
S01003282,260,Glasgow City,3943,9
S01003283,260,Glasgow City,3644,10
S01003284,260,Glasgow City,669,26
S01003285,260,Glasgow City,3455,10
S01003286,260,Glasgow City,763,25
S01003287,260,Glasgow City,775,25
S01003288,260,Glasgow City,4041,8
S01003289,260,Glasgow City,1306,21
S01003290,260,Glasgow City,707,26
S01003291,260,Glasgow City,294,32
S01003292,260,Glasgow City,3097,12
S01003293,260,Glasgow City,171,35
S01003294,260,Glasgow City,886,24
S01003295,260,Glasgow City,3498,10
S01003296,260,Glasgow City,44,43
S01003297,260,Glasgow City,94,38
S01003298,260,Glasgow City,3421,10
S01003299,260,Glasgow City,528,28
S01003300,260,Glasgow City,2436,14
S01003301,260,Glasgow City,174,35
S01003302,260,Glasgow City,350,31
S01003303,260,Glasgow City,2175,16
S01003304,260,Glasgow City,3126,11
S01003305,260,Glasgow City,2518,14
S01003306,260,Glasgow City,1100,22
S01003307,260,Glasgow City,522,28
S01003308,260,Glasgow City,750,25
S01003309,260,Glasgow City,45,42
S01003310,260,Glasgow City,1607,19
S01003311,260,Glasgow City,4281,8
S01003312,260,Glasgow City,793,25
S01003313,260,Glasgow City,19,48
S01003314,260,Glasgow City,22,47
S01003315,260,Glasgow City,3328,11
S01003316,260,Glasgow City,1145,22
S01003317,260,Glasgow City,2483,14
S01003318,260,Glasgow City,3754,9
S01003319,260,Glasgow City,6504,0
S01003320,260,Glasgow City,3743,9
S01003321,260,Glasgow City,3256,11
S01003322,260,Glasgow City,1193,22
S01003323,260,Glasgow City,3925,9
S01003324,260,Glasgow City,2152,16
S01003325,260,Glasgow City,3435,10
S01003326,260,Glasgow City,402,30
S01003327,260,Glasgow City,1242,21
S01003328,260,Glasgow City,3515,10
S01003329,260,Glasgow City,1298,21
S01003330,260,Glasgow City,5025,6
S01003331,260,Glasgow City,156,35
S01003332,260,Glasgow City,1456,20
S01003333,260,Glasgow City,427,29
S01003334,260,Glasgow City,1331,21
S01003335,260,Glasgow City,1598,19
S01003336,260,Glasgow City,88,38
S01003337,260,Glasgow City,41,43
S01003338,260,Glasgow City,2464,14
S01003339,260,Glasgow City,3146,11
S01003340,260,Glasgow City,678,26
S01003341,260,Glasgow City,4681,7
S01003342,260,Glasgow City,272,32
S01003343,260,Glasgow City,262,33
S01003344,260,Glasgow City,3626,10
S01003345,260,Glasgow City,1355,21
S01003346,260,Glasgow City,677,26
S01003347,260,Glasgow City,56,41
S01003348,260,Glasgow City,2807,13
S01003349,260,Glasgow City,652,26
S01003350,260,Glasgow City,1917,17
S01003351,260,Glasgow City,834,24
S01003352,260,Glasgow City,207,34
S01003353,260,Glasgow City,430,29
S01003354,260,Glasgow City,247,33
S01003355,260,Glasgow City,1560,19
S01003356,260,Glasgow City,99,37
S01003357,260,Glasgow City,890,24
S01003358,260,Glasgow City,2555,14
S01003359,260,Glasgow City,4704,7
S01003360,260,Glasgow City,2066,16
S01003361,260,Glasgow City,390,30
S01003362,260,Glasgow City,1277,21
S01003363,260,Glasgow City,685,26
S01003364,260,Glasgow City,364,31
S01003365,260,Glasgow City,899,24
S01003366,260,Glasgow City,5771,4
S01003367,260,Glasgow City,53,41
S01003368,260,Glasgow City,5729,4
S01003369,260,Glasgow City,253,33
S01003370,260,Glasgow City,4678,7
S01003371,260,Glasgow City,3123,11
S01003372,260,Glasgow City,495,28
S01003373,260,Glasgow City,574,27
S01003374,260,Glasgow City,328,31
S01003375,260,Glasgow City,1874,17
S01003376,260,Glasgow City,78,39
S01003377,260,Glasgow City,576,27
S01003378,260,Glasgow City,1344,21
S01003379,260,Glasgow City,35,44
S01003380,260,Glasgow City,3510,10
S01003381,260,Glasgow City,1787,18
S01003382,260,Glasgow City,3369,11
S01003383,260,Glasgow City,1253,21
S01003384,260,Glasgow City,690,26
S01003385,260,Glasgow City,3257,11
S01003386,260,Glasgow City,451,29
S01003387,260,Glasgow City,423,29
S01003388,260,Glasgow City,393,30
S01003389,260,Glasgow City,240,33
S01003390,260,Glasgow City,60,41
S01003391,260,Glasgow City,123,36
S01003392,260,Glasgow City,2679,13
S01003393,260,Glasgow City,676,26
S01003394,260,Glasgow City,896,24
S01003395,260,Glasgow City,3305,11
S01003396,260,Glasgow City,388,30
S01003397,260,Glasgow City,59,41
S01003398,260,Glasgow City,709,26
S01003399,260,Glasgow City,5202,5
S01003400,260,Glasgow City,1033,23
S01003401,260,Glasgow City,47,42
S01003402,260,Glasgow City,33,45
S01003403,260,Glasgow City,2635,13
S01003404,260,Glasgow City,122,36
S01003405,260,Glasgow City,680,26
S01003406,260,Glasgow City,1671,19
S01003407,260,Glasgow City,1178,22
S01003408,260,Glasgow City,1235,21
S01003409,260,Glasgow City,3800,9
S01003410,260,Glasgow City,3326,11
S01003411,260,Glasgow City,461,29
S01003412,260,Glasgow City,823,24
S01003413,260,Glasgow City,1257,21
S01003414,260,Glasgow City,164,35
S01003415,260,Glasgow City,3028,12
S01003416,260,Glasgow City,219,33
S01003417,260,Glasgow City,3022,12
S01003418,260,Glasgow City,173,35
S01003419,260,Glasgow City,93,38
S01003420,260,Glasgow City,1008,23
S01003421,260,Glasgow City,239,33
S01003422,260,Glasgow City,1377,20
S01003423,260,Glasgow City,4696,7
S01003424,260,Glasgow City,296,32
S01003425,260,Glasgow City,3580,10
S01003426,260,Glasgow City,1483,20
S01003427,260,Glasgow City,336,31
S01003428,260,Glasgow City,23,47
S01003429,260,Glasgow City,6056,3
S01003430,260,Glasgow City,3264,11
S01003431,260,Glasgow City,356,31
S01003432,260,Glasgow City,5139,5
S01003433,260,Glasgow City,4485,7
S01003434,260,Glasgow City,77,39
S01003435,260,Glasgow City,271,32
S01003436,260,Glasgow City,1910,17
S01003437,260,Glasgow City,5026,6
S01003438,260,Glasgow City,4337,8
S01003439,260,Glasgow City,131,36
S01003440,260,Glasgow City,848,24
S01003441,260,Glasgow City,169,35
S01003442,260,Glasgow City,794,25
S01003443,260,Glasgow City,535,28
S01003444,260,Glasgow City,64,40
S01003445,260,Glasgow City,1136,22
S01003446,260,Glasgow City,3657,10
S01003447,260,Glasgow City,4143,8
S01003448,260,Glasgow City,1329,21
S01003449,260,Glasgow City,3148,11
S01003450,260,Glasgow City,628,26
S01003451,260,Glasgow City,2509,14
S01003452,260,Glasgow City,3701,9
S01003453,260,Glasgow City,4904,6
S01003454,260,Glasgow City,1945,17
S01003455,260,Glasgow City,26,46
S01003456,260,Glasgow City,220,33
S01003457,260,Glasgow City,585,27
S01003458,260,Glasgow City,1477,20
S01003459,260,Glasgow City,731,25
S01003460,260,Glasgow City,4797,6
S01003461,260,Glasgow City,1579,19
S01003462,260,Glasgow City,179,35
S01003463,260,Glasgow City,2571,14
S01003464,260,Glasgow City,4192,8
S01003465,260,Glasgow City,3751,9
S01003466,260,Glasgow City,714,25
S01003467,260,Glasgow City,553,28
S01003468,260,Glasgow City,3324,11
S01003469,260,Glasgow City,1177,22
S01003470,260,Glasgow City,2743,13
S01003471,260,Glasgow City,175,35
S01003472,260,Glasgow City,915,24
S01003473,260,Glasgow City,1520,19
S01003474,260,Glasgow City,5507,5
S01003475,260,Glasgow City,1951,17
S01003476,260,Glasgow City,2371,15
S01003477,260,Glasgow City,2386,15
S01003478,260,Glasgow City,2358,15
S01003479,260,Glasgow City,2769,13
S01003480,260,Glasgow City,166,35
S01003481,260,Glasgow City,2378,15
S01003482,260,Glasgow City,96,38
S01003483,260,Glasgow City,537,28
S01003484,260,Glasgow City,3667,9
S01003485,260,Glasgow City,5307,5
S01003486,260,Glasgow City,283,32
S01003487,260,Glasgow City,3609,10
S01003488,260,Glasgow City,749,25
S01003489,260,Glasgow City,141,36
S01003490,260,Glasgow City,940,24
S01003491,260,Glasgow City,4710,6
S01003492,260,Glasgow City,2087,16
S01003493,260,Glasgow City,162,35
S01003494,260,Glasgow City,1793,18
S01003495,260,Glasgow City,2204,15
S01003496,260,Glasgow City,3329,11
S01003497,260,Glasgow City,3520,10
S01003498,260,Glasgow City,736,25
S01003499,260,Glasgow City,2314,15
S01003500,260,Glasgow City,170,35
S01003501,260,Glasgow City,3950,9
S01003502,260,Glasgow City,2058,16
S01003503,260,Glasgow City,4913,6
S01003504,260,Glasgow City,4299,8
S01003505,260,Glasgow City,6505,0
S01003506,260,Glasgow City,4082,8
S01003507,260,Glasgow City,5084,6
S01003508,260,Glasgow City,198,34
S01003509,260,Glasgow City,6187,3
S01003510,260,Glasgow City,2787,13
S01003511,260,Glasgow City,5869,4
S01003512,260,Glasgow City,355,31
S01003513,260,Glasgow City,4775,6
S01003514,260,Glasgow City,5674,4
S01003515,260,Glasgow City,119,36
S01003516,260,Glasgow City,3271,11
S01003517,260,Glasgow City,3318,11
S01003518,260,Glasgow City,483,29
S01003519,260,Glasgow City,339,31
S01003520,260,Glasgow City,4738,6
S01003521,260,Glasgow City,5785,4
S01003522,260,Glasgow City,4300,8
S01003523,260,Glasgow City,310,32
S01003524,260,Glasgow City,5263,5
S01003525,260,Glasgow City,5406,5
S01003526,260,Glasgow City,4902,6
S01003527,260,Glasgow City,5021,6
S01003528,260,Glasgow City,2761,13
S01003529,260,Glasgow City,4256,8
S01003530,260,Glasgow City,5373,5
S01003531,260,Glasgow City,335,31
S01003532,260,Glasgow City,3732,9
S01003533,260,Glasgow City,5148,5
S01003534,260,Glasgow City,2334,15
S01003535,260,Glasgow City,1199,22
S01003536,260,Glasgow City,6279,3
S01003537,260,Glasgow City,1468,20
S01003538,260,Glasgow City,705,26
S01003539,260,Glasgow City,5834,4
S01003540,260,Glasgow City,500,28
S01003541,260,Glasgow City,1551,19
S01003542,260,Glasgow City,5135,5
S01003543,260,Glasgow City,400,30
S01003544,260,Glasgow City,4971,6
S01003545,260,Glasgow City,5687,4
S01003546,260,Glasgow City,324,31
S01003547,260,Glasgow City,2680,13
S01003548,260,Glasgow City,4467,7
S01003549,260,Glasgow City,354,31
S01003550,260,Glasgow City,4184,8
S01003551,260,Glasgow City,924,24
S01003552,260,Glasgow City,6007,3
S01003553,260,Glasgow City,76,39
S01003554,260,Glasgow City,4792,6
S01003555,260,Glasgow City,6182,3
S01003556,260,Glasgow City,5755,4
S01003557,260,Glasgow City,237,33
S01003558,260,Glasgow City,5924,4
S01003559,260,Glasgow City,4751,6
S01003560,260,Glasgow City,5742,4
S01003561,260,Glasgow City,1034,23
S01003562,260,Glasgow City,347,31
S01003563,260,Glasgow City,468,29
S01003564,260,Glasgow City,10,51
S01003565,260,Glasgow City,229,33
S01003566,260,Glasgow City,3724,9
S01003567,260,Glasgow City,191,34
S01003568,260,Glasgow City,6023,3
S01003569,260,Glasgow City,5883,4
S01003570,260,Glasgow City,5206,5
S01003571,260,Glasgow City,779,25
S01003572,260,Glasgow City,274,32
S01003573,260,Glasgow City,751,25
S01003574,260,Glasgow City,4680,7
S01003575,260,Glasgow City,907,24
S01003576,260,Glasgow City,5041,6
S01003577,260,Glasgow City,538,28
S01003578,260,Glasgow City,622,27
S01003579,260,Glasgow City,70,39
S01003580,260,Glasgow City,1115,22
S01003581,260,Glasgow City,3651,10
S01003582,260,Glasgow City,4,57
S01003583,260,Glasgow City,238,33
S01003584,260,Glasgow City,683,26
S01003585,260,Glasgow City,864,24
S01003586,260,Glasgow City,1169,22
S01003587,260,Glasgow City,6308,2
S01003588,260,Glasgow City,3641,10
S01003589,260,Glasgow City,6249,3
S01003590,260,Glasgow City,642,26
S01003591,260,Glasgow City,5780,4
S01003592,260,Glasgow City,491,28
S01003593,260,Glasgow City,2396,14
S01003594,260,Glasgow City,6035,3
S01003595,260,Glasgow City,50,41
S01003596,260,Glasgow City,17,49
S01003597,260,Glasgow City,5409,5
S01003598,260,Glasgow City,1172,22
S01003599,260,Glasgow City,1293,21
S01003600,260,Glasgow City,43,43
S01003601,260,Glasgow City,282,32
S01003602,260,Glasgow City,785,25
S01003603,260,Glasgow City,74,39
S01003604,260,Glasgow City,1078,22
S01003605,260,Glasgow City,68,40
S01003606,260,Glasgow City,727,25
S01003607,260,Glasgow City,1385,20
S01003608,260,Glasgow City,1127,22
S01003609,260,Glasgow City,4927,6
S01003610,260,Glasgow City,769,25
S01003611,260,Glasgow City,374,30
S01003612,260,Glasgow City,4329,8
S01003613,260,Glasgow City,4199,8
S01003614,260,Glasgow City,2709,13
S01003615,260,Glasgow City,893,24
S01003616,260,Glasgow City,5668,4
S01003617,260,Glasgow City,52,41
S01003618,260,Glasgow City,3129,11
S01003619,260,Glasgow City,366,31
S01003620,260,Glasgow City,4677,7
S01003621,260,Glasgow City,591,27
S01003622,260,Glasgow City,1861,17
S01003623,260,Glasgow City,4779,6
S01003624,260,Glasgow City,814,25
S01003625,260,Glasgow City,2399,14
S01003626,260,Glasgow City,4110,8
S01003627,260,Glasgow City,104,37
S01003628,260,Glasgow City,759,25
S01003629,260,Glasgow City,386,30
S01003630,260,Glasgow City,861,24
S01003631,260,Glasgow City,4102,8
S01003632,260,Glasgow City,4173,8
S01003633,260,Glasgow City,2473,14
S01003634,260,Glasgow City,384,30
S01003635,260,Glasgow City,718,25
S01003636,260,Glasgow City,264,32
S01003637,260,Glasgow City,2553,14
S01003638,260,Glasgow City,3597,10
S01003639,260,Glasgow City,897,24
S01003640,260,Glasgow City,525,28
S01003641,260,Glasgow City,4307,8
S01003642,260,Glasgow City,1915,17
S01003643,260,Glasgow City,1632,19
S01003644,260,Glasgow City,258,33
S01003645,260,Glasgow City,2111,16
S01003646,260,Glasgow City,63,40
S01003647,260,Glasgow City,2218,15
S01003648,260,Glasgow City,3107,11
S01003649,260,Glasgow City,3131,11
S01003650,260,Glasgow City,130,36
S01003651,260,Glasgow City,1002,23
S01003652,260,Glasgow City,982,23
S01003653,260,Glasgow City,132,36
S01003654,260,Glasgow City,572,27
S01003655,260,Glasgow City,743,25
S01003656,260,Glasgow City,1124,22
S01003657,260,Glasgow City,603,27
S01003658,260,Glasgow City,2455,14
S01003659,260,Glasgow City,3117,11
S01003660,260,Glasgow City,5535,5
S01003661,260,Glasgow City,4338,8
S01003662,260,Glasgow City,704,26
S01003663,260,Glasgow City,67,40
S01003664,260,Glasgow City,481,29
S01003665,260,Glasgow City,37,44
S01003666,260,Glasgow City,20,48
S01003667,260,Glasgow City,2938,12
S01003668,260,Glasgow City,1936,17
S01003669,260,Glasgow City,1486,20
S01003670,260,Glasgow City,329,31
S01003671,260,Glasgow City,1739,18
S01003672,260,Glasgow City,61,41
S01003673,260,Glasgow City,31,45
S01003674,260,Glasgow City,1289,21
S01003675,260,Glasgow City,4075,8
S01003676,260,Glasgow City,3332,11
S01003677,260,Glasgow City,856,24
S01003678,260,Glasgow City,1209,22
S01003679,260,Glasgow City,391,30
S01003680,260,Glasgow City,210,34
S01003681,260,Glasgow City,2580,14
S01003682,260,Glasgow City,3910,9
S01003683,260,Glasgow City,2672,13
S01003684,260,Glasgow City,1204,22
S01003685,260,Glasgow City,1295,21
S01003686,260,Glasgow City,1504,20
S01003687,260,Glasgow City,13,50
S01003688,260,Glasgow City,1353,21
S01003689,260,Glasgow City,555,28
S01003690,260,Glasgow City,138,36
S01003691,260,Glasgow City,2322,15
S01003692,260,Glasgow City,1509,20
S01003693,260,Glasgow City,1264,21
S01003694,260,Glasgow City,2966,12
S01003695,260,Glasgow City,1678,19
S01003696,260,Glasgow City,1160,22
S01003697,260,Glasgow City,5273,5
S01003698,260,Glasgow City,2533,14
S01003699,260,Glasgow City,4116,8
S01003700,260,Glasgow City,1689,18
S01003701,260,Glasgow City,144,36
S01003702,260,Glasgow City,412,30
S01003703,260,Glasgow City,536,28
S01003704,260,Glasgow City,340,31
S01003705,260,Glasgow City,426,29
S01003706,260,Glasgow City,257,33
S01003707,260,Glasgow City,448,29
S01003708,260,Glasgow City,9,52
S01003709,260,Glasgow City,6,54
S01003710,260,Glasgow City,398,30
S01003711,260,Glasgow City,184,35
S01003712,260,Glasgow City,499,28
S01003713,260,Glasgow City,981,23
S01003714,260,Glasgow City,1441,20
S01003715,260,Glasgow City,2512,14
S01003716,260,Glasgow City,387,30
S01003717,260,Glasgow City,145,36
S01003718,260,Glasgow City,464,29
S01003719,270,Highland,4260,8
S01003720,270,Highland,4901,6
S01003721,270,Highland,3633,10
S01003722,270,Highland,2317,15
S01003723,270,Highland,5526,5
S01003724,270,Highland,2706,13
S01003725,270,Highland,4188,8
S01003726,270,Highland,3976,9
S01003727,270,Highland,3434,10
S01003728,270,Highland,4042,8
S01003729,270,Highland,2841,13
S01003730,270,Highland,1275,21
S01003731,270,Highland,1901,17
S01003732,270,Highland,5353,5
S01003733,270,Highland,2654,13
S01003734,270,Highland,3913,9
S01003735,270,Highland,4943,6
S01003736,270,Highland,3023,12
S01003737,270,Highland,3543,10
S01003738,270,Highland,5447,5
S01003739,270,Highland,5227,5
S01003740,270,Highland,3262,11
S01003741,270,Highland,4043,8
S01003742,270,Highland,4933,6
S01003743,270,Highland,5308,5
S01003744,270,Highland,5556,5
S01003745,270,Highland,4181,8
S01003746,270,Highland,4147,8
S01003747,270,Highland,4732,6
S01003748,270,Highland,5482,5
S01003749,270,Highland,4348,7
S01003750,270,Highland,5051,6
S01003751,270,Highland,5586,5
S01003752,270,Highland,4506,7
S01003753,270,Highland,5725,4
S01003754,270,Highland,3718,9
S01003755,270,Highland,4312,8
S01003756,270,Highland,5374,5
S01003757,270,Highland,5399,5
S01003758,270,Highland,4115,8
S01003759,270,Highland,5246,5
S01003760,270,Highland,5690,4
S01003761,270,Highland,3417,10
S01003762,270,Highland,6079,3
S01003763,270,Highland,3507,10
S01003764,270,Highland,4716,6
S01003765,270,Highland,2639,13
S01003766,270,Highland,4736,6
S01003767,270,Highland,4799,6
S01003768,270,Highland,4821,6
S01003769,270,Highland,3901,9
S01003770,270,Highland,5664,4
S01003771,270,Highland,5001,6
S01003772,270,Highland,4896,6
S01003773,270,Highland,3921,9
S01003774,270,Highland,4776,6
S01003775,270,Highland,5844,4
S01003776,270,Highland,3736,9
S01003777,270,Highland,3953,9
S01003778,270,Highland,5775,4
S01003779,270,Highland,5610,4
S01003780,270,Highland,4945,6
S01003781,270,Highland,5508,5
S01003782,270,Highland,4754,6
S01003783,270,Highland,2026,16
S01003784,270,Highland,6062,3
S01003785,270,Highland,4915,6
S01003786,270,Highland,5433,5
S01003787,270,Highland,5693,4
S01003788,270,Highland,4339,8
S01003789,270,Highland,6219,3
S01003790,270,Highland,2665,13
S01003791,270,Highland,4289,8
S01003792,270,Highland,5070,6
S01003793,270,Highland,1726,18
S01003794,270,Highland,2271,15
S01003795,270,Highland,5521,5
S01003796,270,Highland,802,25
S01003797,270,Highland,2526,14
S01003798,270,Highland,5903,4
S01003799,270,Highland,5546,5
S01003800,270,Highland,2401,14
S01003801,270,Highland,2826,13
S01003802,270,Highland,4504,7
S01003803,270,Highland,5213,5
S01003804,270,Highland,3323,11
S01003805,270,Highland,2083,16
S01003806,270,Highland,3158,11
S01003807,270,Highland,5829,4
S01003808,270,Highland,2823,13
S01003809,270,Highland,2356,15
S01003810,270,Highland,3365,11
S01003811,270,Highland,5594,5
S01003812,270,Highland,1544,19
S01003813,270,Highland,5640,4
S01003814,270,Highland,5358,5
S01003815,270,Highland,2973,12
S01003816,270,Highland,5842,4
S01003817,270,Highland,1466,20
S01003818,270,Highland,2836,13
S01003819,270,Highland,5077,6
S01003820,270,Highland,4743,6
S01003821,270,Highland,2726,13
S01003822,270,Highland,3512,10
S01003823,270,Highland,4006,8
S01003824,270,Highland,3770,9
S01003825,270,Highland,5109,6
S01003826,270,Highland,2802,13
S01003827,270,Highland,4422,7
S01003828,270,Highland,4576,7
S01003829,270,Highland,2578,14
S01003830,270,Highland,2194,15
S01003831,270,Highland,4216,8
S01003832,270,Highland,2669,13
S01003833,270,Highland,947,23
S01003834,270,Highland,2624,14
S01003835,270,Highland,5014,6
S01003836,270,Highland,2887,12
S01003837,270,Highland,1503,20
S01003838,270,Highland,3251,11
S01003839,270,Highland,1323,21
S01003840,270,Highland,5548,5
S01003841,270,Highland,3675,9
S01003842,270,Highland,4613,7
S01003843,270,Highland,5323,5
S01003844,270,Highland,5717,4
S01003845,270,Highland,801,25
S01003846,270,Highland,3944,9
S01003847,270,Highland,3552,10
S01003848,270,Highland,5413,5
S01003849,270,Highland,221,33
S01003850,270,Highland,4148,8
S01003851,270,Highland,5762,4
S01003852,270,Highland,5062,6
S01003853,270,Highland,433,29
S01003854,270,Highland,3808,9
S01003855,270,Highland,777,25
S01003856,270,Highland,2379,15
S01003857,270,Highland,4730,6
S01003858,270,Highland,2844,13
S01003859,270,Highland,6239,3
S01003860,270,Highland,49,42
S01003861,270,Highland,4525,7
S01003862,270,Highland,316,31
S01003863,270,Highland,5455,5
S01003864,270,Highland,3632,10
S01003865,270,Highland,3422,10
S01003866,270,Highland,4739,6
S01003867,270,Highland,2099,16
S01003868,270,Highland,5183,5
S01003869,270,Highland,5055,6
S01003870,270,Highland,4391,7
S01003871,270,Highland,4387,7
S01003872,270,Highland,4235,8
S01003873,270,Highland,3992,8
S01003874,270,Highland,6113,3
S01003875,270,Highland,4520,7
S01003876,270,Highland,5023,6
S01003877,270,Highland,5071,6
S01003878,270,Highland,2319,15
S01003879,270,Highland,4522,7
S01003880,270,Highland,5002,6
S01003881,270,Highland,5363,5
S01003882,270,Highland,935,24
S01003883,270,Highland,3613,10
S01003884,270,Highland,2049,16
S01003885,270,Highland,2866,12
S01003886,270,Highland,2403,14
S01003887,270,Highland,1326,21
S01003888,270,Highland,5655,4
S01003889,270,Highland,4794,6
S01003890,270,Highland,5920,4
S01003891,270,Highland,4549,7
S01003892,270,Highland,4096,8
S01003893,270,Highland,4562,7
S01003894,270,Highland,2643,13
S01003895,270,Highland,5176,5
S01003896,270,Highland,5679,4
S01003897,270,Highland,4961,6
S01003898,270,Highland,5765,4
S01003899,270,Highland,4099,8
S01003900,270,Highland,4291,8
S01003901,270,Highland,4835,6
S01003902,270,Highland,3902,9
S01003903,270,Highland,5020,6
S01003904,270,Highland,2876,12
S01003905,270,Highland,5158,5
S01003906,270,Highland,3727,9
S01003907,270,Highland,1484,20
S01003908,270,Highland,3448,10
S01003909,270,Highland,5419,5
S01003910,270,Highland,3047,12
S01003911,270,Highland,2085,16
S01003912,270,Highland,3829,9
S01003913,270,Highland,5259,5
S01003914,270,Highland,3658,10
S01003915,270,Highland,3801,9
S01003916,270,Highland,5796,4
S01003917,270,Highland,4436,7
S01003918,270,Highland,4131,8
S01003919,270,Highland,1609,19
S01003920,270,Highland,3013,12
S01003921,270,Highland,2245,15
S01003922,270,Highland,1446,20
S01003923,270,Highland,1744,18
S01003924,270,Highland,383,30
S01003925,270,Highland,3405,10
S01003926,270,Highland,1240,21
S01003927,270,Highland,4545,7
