Data Zone,Local Authority Code,local authority name,Income domain 2012 rank,Income domain 2012 rate (%)
S01003221,260,Glasgow City,346,32
S01003222,260,Glasgow City,1905,18
S01003223,260,Glasgow City,400,32
S01003224,260,Glasgow City,5328,5
S01003225,260,Glasgow City,137,38
S01003226,260,Glasgow City,261,34
S01003227,260,Glasgow City,1783,19
S01003228,260,Glasgow City,746,27
S01003229,260,Glasgow City,5705,4
S01003230,260,Glasgow City,2115,17
S01003231,260,Glasgow City,1076,24
S01003232,260,Glasgow City,256,34
S01003233,260,Glasgow City,5645,4
S01003234,260,Glasgow City,3927,9
S01003235,260,Glasgow City,2154,16
S01003236,260,Glasgow City,1802,18
S01003237,260,Glasgow City,542,30
S01003238,260,Glasgow City,1714,19
S01003239,260,Glasgow City,1186,23
S01003240,260,Glasgow City,3136,12
S01003241,260,Glasgow City,3401,11
S01003242,260,Glasgow City,1987,17
S01003243,260,Glasgow City,1382,21
S01003244,260,Glasgow City,457,31
S01003245,260,Glasgow City,297,33
S01003246,260,Glasgow City,143,38
S01003247,260,Glasgow City,397,32
S01003248,260,Glasgow City,550,30
S01003249,260,Glasgow City,1038,24
S01003250,260,Glasgow City,2126,17
S01003251,260,Glasgow City,101,40
S01003252,260,Glasgow City,4096,8
S01003253,260,Glasgow City,1,65
S01003254,260,Glasgow City,82,41
S01003255,260,Glasgow City,1287,22
S01003256,260,Glasgow City,89,40
S01003257,260,Glasgow City,2582,14
S01003258,260,Glasgow City,4217,8
S01003259,260,Glasgow City,3132,12
S01003260,260,Glasgow City,4450,7
S01003261,260,Glasgow City,4524,7
S01003262,260,Glasgow City,691,28
S01003263,260,Glasgow City,272,34
S01003264,260,Glasgow City,1832,18
S01003265,260,Glasgow City,2161,16
S01003266,260,Glasgow City,966,25
S01003267,260,Glasgow City,386,32
S01003268,260,Glasgow City,1555,20
S01003269,260,Glasgow City,373,32
S01003270,260,Glasgow City,282,34
S01003271,260,Glasgow City,1463,21
S01003272,260,Glasgow City,611,29
S01003273,260,Glasgow City,59,42
S01003274,260,Glasgow City,44,44
S01003275,260,Glasgow City,867,26
S01003276,260,Glasgow City,5445,4
S01003277,260,Glasgow City,1452,21
S01003278,260,Glasgow City,2552,15
S01003279,260,Glasgow City,31,45
S01003280,260,Glasgow City,1908,18
S01003281,260,Glasgow City,808,27
S01003282,260,Glasgow City,3933,9
S01003283,260,Glasgow City,3325,11
S01003284,260,Glasgow City,857,26
S01003285,260,Glasgow City,2600,14
S01003286,260,Glasgow City,1053,24
S01003287,260,Glasgow City,67,42
S01003288,260,Glasgow City,4562,7
S01003289,260,Glasgow City,569,29
S01003290,260,Glasgow City,512,30
S01003291,260,Glasgow City,264,34
S01003292,260,Glasgow City,3030,12
S01003293,260,Glasgow City,68,42
S01003294,260,Glasgow City,937,25
S01003295,260,Glasgow City,3744,9
S01003296,260,Glasgow City,26,47
S01003297,260,Glasgow City,294,33
S01003298,260,Glasgow City,2108,17
S01003299,260,Glasgow City,385,32
S01003300,260,Glasgow City,2834,13
S01003301,260,Glasgow City,369,32
S01003302,260,Glasgow City,250,34
S01003303,260,Glasgow City,3281,11
S01003304,260,Glasgow City,2378,15
S01003305,260,Glasgow City,1977,18
S01003306,260,Glasgow City,710,27
S01003307,260,Glasgow City,527,30
S01003308,260,Glasgow City,1142,23
S01003309,260,Glasgow City,94,40
S01003310,260,Glasgow City,1065,24
S01003311,260,Glasgow City,4754,6
S01003312,260,Glasgow City,802,27
S01003313,260,Glasgow City,205,36
S01003314,260,Glasgow City,151,37
S01003315,260,Glasgow City,1868,18
S01003316,260,Glasgow City,761,27
S01003317,260,Glasgow City,1834,18
S01003318,260,Glasgow City,3789,9
S01003319,260,Glasgow City,6502,0
S01003320,260,Glasgow City,3515,10
S01003321,260,Glasgow City,3033,12
S01003322,260,Glasgow City,1390,21
S01003323,260,Glasgow City,4777,6
S01003324,260,Glasgow City,2475,15
S01003325,260,Glasgow City,2056,17
S01003326,260,Glasgow City,348,32
S01003327,260,Glasgow City,1128,23
S01003328,260,Glasgow City,3617,10
S01003329,260,Glasgow City,2047,17
S01003330,260,Glasgow City,4978,6
S01003331,260,Glasgow City,180,36
S01003332,260,Glasgow City,702,28
S01003333,260,Glasgow City,403,31
S01003334,260,Glasgow City,1047,24
S01003335,260,Glasgow City,1668,19
S01003336,260,Glasgow City,139,38
S01003337,260,Glasgow City,21,47
S01003338,260,Glasgow City,2157,16
S01003339,260,Glasgow City,1567,20
S01003340,260,Glasgow City,520,30
S01003341,260,Glasgow City,4380,7
S01003342,260,Glasgow City,231,35
S01003343,260,Glasgow City,154,37
S01003344,260,Glasgow City,2664,14
S01003345,260,Glasgow City,1232,23
S01003346,260,Glasgow City,828,26
S01003347,260,Glasgow City,58,42
S01003348,260,Glasgow City,2495,15
S01003349,260,Glasgow City,724,27
S01003350,260,Glasgow City,1037,24
S01003351,260,Glasgow City,929,25
S01003352,260,Glasgow City,399,32
S01003353,260,Glasgow City,447,31
S01003354,260,Glasgow City,234,35
S01003355,260,Glasgow City,986,25
S01003356,260,Glasgow City,160,37
S01003357,260,Glasgow City,681,28
S01003358,260,Glasgow City,3036,12
S01003359,260,Glasgow City,5196,5
S01003360,260,Glasgow City,2444,15
S01003361,260,Glasgow City,639,28
S01003362,260,Glasgow City,723,27
S01003363,260,Glasgow City,622,29
S01003364,260,Glasgow City,308,33
S01003365,260,Glasgow City,1584,20
S01003366,260,Glasgow City,5698,4
S01003367,260,Glasgow City,39,44
S01003368,260,Glasgow City,5288,5
S01003369,260,Glasgow City,296,33
S01003370,260,Glasgow City,3528,10
S01003371,260,Glasgow City,3081,12
S01003372,260,Glasgow City,353,32
S01003373,260,Glasgow City,984,25
S01003374,260,Glasgow City,122,38
S01003375,260,Glasgow City,1747,19
S01003376,260,Glasgow City,130,38
S01003377,260,Glasgow City,791,27
S01003378,260,Glasgow City,817,26
S01003379,260,Glasgow City,12,49
S01003380,260,Glasgow City,2492,15
S01003381,260,Glasgow City,1586,20
S01003382,260,Glasgow City,3253,11
S01003383,260,Glasgow City,1219,23
S01003384,260,Glasgow City,692,28
S01003385,260,Glasgow City,2758,14
S01003386,260,Glasgow City,372,32
S01003387,260,Glasgow City,481,30
S01003388,260,Glasgow City,199,36
S01003389,260,Glasgow City,244,35
S01003390,260,Glasgow City,73,41
S01003391,260,Glasgow City,119,39
S01003392,260,Glasgow City,1902,18
S01003393,260,Glasgow City,1108,24
S01003394,260,Glasgow City,942,25
S01003395,260,Glasgow City,2387,15
S01003396,260,Glasgow City,599,29
S01003397,260,Glasgow City,11,49
S01003398,260,Glasgow City,314,33
S01003399,260,Glasgow City,4598,7
S01003400,260,Glasgow City,716,27
S01003401,260,Glasgow City,15,48
S01003402,260,Glasgow City,8,50
S01003403,260,Glasgow City,2429,15
S01003404,260,Glasgow City,93,40
S01003405,260,Glasgow City,1265,22
S01003406,260,Glasgow City,2133,17
S01003407,260,Glasgow City,1212,23
S01003408,260,Glasgow City,544,30
S01003409,260,Glasgow City,2738,14
S01003410,260,Glasgow City,3235,11
S01003411,260,Glasgow City,359,32
S01003412,260,Glasgow City,627,28
S01003413,260,Glasgow City,1251,22
S01003414,260,Glasgow City,192,36
S01003415,260,Glasgow City,2489,15
S01003416,260,Glasgow City,240,35
S01003417,260,Glasgow City,2514,15
S01003418,260,Glasgow City,265,34
S01003419,260,Glasgow City,56,42
S01003420,260,Glasgow City,1985,17
S01003421,260,Glasgow City,162,37
S01003422,260,Glasgow City,863,26
S01003423,260,Glasgow City,4807,6
S01003424,260,Glasgow City,390,32
S01003425,260,Glasgow City,3384,11
S01003426,260,Glasgow City,1499,21
S01003427,260,Glasgow City,658,28
S01003428,260,Glasgow City,109,39
S01003429,260,Glasgow City,5353,5
S01003430,260,Glasgow City,2966,13
S01003431,260,Glasgow City,422,31
S01003432,260,Glasgow City,4525,7
S01003433,260,Glasgow City,4049,8
S01003434,260,Glasgow City,102,40
S01003435,260,Glasgow City,108,39
S01003436,260,Glasgow City,3035,12
S01003437,260,Glasgow City,5115,5
S01003438,260,Glasgow City,4271,8
S01003439,260,Glasgow City,249,34
S01003440,260,Glasgow City,678,28
S01003441,260,Glasgow City,263,34
S01003442,260,Glasgow City,649,28
S01003443,260,Glasgow City,486,30
S01003444,260,Glasgow City,46,43
S01003445,260,Glasgow City,1166,23
S01003446,260,Glasgow City,3433,11
S01003447,260,Glasgow City,3184,12
S01003448,260,Glasgow City,1012,25
S01003449,260,Glasgow City,2423,15
S01003450,260,Glasgow City,877,26
S01003451,260,Glasgow City,2538,15
S01003452,260,Glasgow City,4659,6
S01003453,260,Glasgow City,4597,7
S01003454,260,Glasgow City,1522,20
S01003455,260,Glasgow City,10,49
S01003456,260,Glasgow City,138,38
S01003457,260,Glasgow City,591,29
S01003458,260,Glasgow City,1338,22
S01003459,260,Glasgow City,535,30
S01003460,260,Glasgow City,4127,8
S01003461,260,Glasgow City,1280,22
S01003462,260,Glasgow City,71,41
S01003463,260,Glasgow City,1039,24
S01003464,260,Glasgow City,2709,14
S01003465,260,Glasgow City,3507,10
S01003466,260,Glasgow City,951,25
S01003467,260,Glasgow City,673,28
S01003468,260,Glasgow City,2381,15
S01003469,260,Glasgow City,1418,21
S01003470,260,Glasgow City,2952,13
S01003471,260,Glasgow City,64,42
S01003472,260,Glasgow City,708,28
S01003473,260,Glasgow City,1517,20
S01003474,260,Glasgow City,4260,8
S01003475,260,Glasgow City,1349,22
S01003476,260,Glasgow City,2506,15
S01003477,260,Glasgow City,2809,13
S01003478,260,Glasgow City,2117,17
S01003479,260,Glasgow City,3402,11
S01003480,260,Glasgow City,158,37
S01003481,260,Glasgow City,1941,18
S01003482,260,Glasgow City,87,40
S01003483,260,Glasgow City,208,36
S01003484,260,Glasgow City,3563,10
S01003485,260,Glasgow City,4830,6
S01003486,260,Glasgow City,141,38
S01003487,260,Glasgow City,2501,15
S01003488,260,Glasgow City,948,25
S01003489,260,Glasgow City,175,37
S01003490,260,Glasgow City,504,30
S01003491,260,Glasgow City,3886,9
S01003492,260,Glasgow City,1533,20
S01003493,260,Glasgow City,406,31
S01003494,260,Glasgow City,885,26
S01003495,260,Glasgow City,1541,20
S01003496,260,Glasgow City,3146,12
S01003497,260,Glasgow City,3856,9
S01003498,260,Glasgow City,858,26
S01003499,260,Glasgow City,1640,20
S01003500,260,Glasgow City,125,38
S01003501,260,Glasgow City,3733,10
S01003502,260,Glasgow City,2055,17
S01003503,260,Glasgow City,4317,8
S01003504,260,Glasgow City,4432,7
S01003505,260,Glasgow City,6502,0
S01003506,260,Glasgow City,3914,9
S01003507,260,Glasgow City,4132,8
S01003508,260,Glasgow City,428,31
S01003509,260,Glasgow City,6039,3
S01003510,260,Glasgow City,2482,15
S01003511,260,Glasgow City,5801,3
S01003512,260,Glasgow City,352,32
S01003513,260,Glasgow City,4634,7
S01003514,260,Glasgow City,4613,7
S01003515,260,Glasgow City,79,41
S01003516,260,Glasgow City,4029,9
S01003517,260,Glasgow City,3293,11
S01003518,260,Glasgow City,505,30
S01003519,260,Glasgow City,490,30
S01003520,260,Glasgow City,3348,11
S01003521,260,Glasgow City,5287,5
S01003522,260,Glasgow City,5015,5
S01003523,260,Glasgow City,772,27
S01003524,260,Glasgow City,4573,7
S01003525,260,Glasgow City,4416,7
S01003526,260,Glasgow City,4782,6
S01003527,260,Glasgow City,5095,5
S01003528,260,Glasgow City,2485,15
S01003529,260,Glasgow City,4188,8
S01003530,260,Glasgow City,4727,6
S01003531,260,Glasgow City,513,30
S01003532,260,Glasgow City,3226,11
S01003533,260,Glasgow City,4498,7
S01003534,260,Glasgow City,1929,18
S01003535,260,Glasgow City,1566,20
S01003536,260,Glasgow City,6103,3
S01003537,260,Glasgow City,1011,25
S01003538,260,Glasgow City,640,28
S01003539,260,Glasgow City,5364,4
S01003540,260,Glasgow City,822,26
S01003541,260,Glasgow City,1044,24
S01003542,260,Glasgow City,4140,8
S01003543,260,Glasgow City,360,32
S01003544,260,Glasgow City,5300,5
S01003545,260,Glasgow City,5949,3
S01003546,260,Glasgow City,203,36
S01003547,260,Glasgow City,3286,11
S01003548,260,Glasgow City,3192,12
S01003549,260,Glasgow City,217,35
S01003550,260,Glasgow City,4336,7
S01003551,260,Glasgow City,835,26
S01003552,260,Glasgow City,5569,4
S01003553,260,Glasgow City,113,39
S01003554,260,Glasgow City,4786,6
S01003555,260,Glasgow City,5728,4
S01003556,260,Glasgow City,5655,4
S01003557,260,Glasgow City,220,35
S01003558,260,Glasgow City,5791,3
S01003559,260,Glasgow City,5495,4
S01003560,260,Glasgow City,5317,5
S01003561,260,Glasgow City,493,30
S01003562,260,Glasgow City,96,40
S01003563,260,Glasgow City,311,33
S01003564,260,Glasgow City,6,52
S01003565,260,Glasgow City,214,36
S01003566,260,Glasgow City,3231,11
S01003567,260,Glasgow City,131,38
S01003568,260,Glasgow City,5649,4
S01003569,260,Glasgow City,4393,7
S01003570,260,Glasgow City,4582,7
S01003571,260,Glasgow City,781,27
S01003572,260,Glasgow City,181,36
S01003573,260,Glasgow City,735,27
S01003574,260,Glasgow City,4869,6
S01003575,260,Glasgow City,833,26
S01003576,260,Glasgow City,5458,4
S01003577,260,Glasgow City,954,25
S01003578,260,Glasgow City,934,25
S01003579,260,Glasgow City,27,46
S01003580,260,Glasgow City,756,27
S01003581,260,Glasgow City,2987,13
S01003582,260,Glasgow City,5,52
S01003583,260,Glasgow City,142,38
S01003584,260,Glasgow City,324,33
S01003585,260,Glasgow City,657,28
S01003586,260,Glasgow City,683,28
S01003587,260,Glasgow City,6060,3
S01003588,260,Glasgow City,4424,7
S01003589,260,Glasgow City,5753,4
S01003590,260,Glasgow City,596,29
S01003591,260,Glasgow City,5844,3
S01003592,260,Glasgow City,767,27
S01003593,260,Glasgow City,1777,19
S01003594,260,Glasgow City,5327,5
S01003595,260,Glasgow City,45,43
S01003596,260,Glasgow City,78,41
S01003597,260,Glasgow City,5990,3
S01003598,260,Glasgow City,1084,24
S01003599,260,Glasgow City,1255,22
S01003600,260,Glasgow City,124,38
S01003601,260,Glasgow City,148,37
S01003602,260,Glasgow City,1401,21
S01003603,260,Glasgow City,267,34
S01003604,260,Glasgow City,852,26
S01003605,260,Glasgow City,322,33
S01003606,260,Glasgow City,1050,24
S01003607,260,Glasgow City,1475,21
S01003608,260,Glasgow City,1322,22
S01003609,260,Glasgow City,3920,9
S01003610,260,Glasgow City,292,33
S01003611,260,Glasgow City,254,34
S01003612,260,Glasgow City,3729,10
S01003613,260,Glasgow City,3681,10
S01003614,260,Glasgow City,2391,15
S01003615,260,Glasgow City,523,30
S01003616,260,Glasgow City,4955,6
S01003617,260,Glasgow City,60,42
S01003618,260,Glasgow City,2708,14
S01003619,260,Glasgow City,120,39
S01003620,260,Glasgow City,4610,7
S01003621,260,Glasgow City,625,28
S01003622,260,Glasgow City,1701,19
S01003623,260,Glasgow City,5184,5
S01003624,260,Glasgow City,860,26
S01003625,260,Glasgow City,3090,12
S01003626,260,Glasgow City,4242,8
S01003627,260,Glasgow City,302,33
S01003628,260,Glasgow City,848,26
S01003629,260,Glasgow City,356,32
S01003630,260,Glasgow City,831,26
S01003631,260,Glasgow City,3208,12
S01003632,260,Glasgow City,4125,8
S01003633,260,Glasgow City,2194,16
S01003634,260,Glasgow City,418,31
S01003635,260,Glasgow City,1130,23
S01003636,260,Glasgow City,517,30
S01003637,260,Glasgow City,1849,18
S01003638,260,Glasgow City,3277,11
S01003639,260,Glasgow City,1141,23
S01003640,260,Glasgow City,433,31
S01003641,260,Glasgow City,4259,8
S01003642,260,Glasgow City,1310,22
S01003643,260,Glasgow City,1528,20
S01003644,260,Glasgow City,394,32
S01003645,260,Glasgow City,1511,20
S01003646,260,Glasgow City,184,36
S01003647,260,Glasgow City,1826,18
S01003648,260,Glasgow City,2585,14
S01003649,260,Glasgow City,2751,14
S01003650,260,Glasgow City,525,30
S01003651,260,Glasgow City,1018,24
S01003652,260,Glasgow City,601,29
S01003653,260,Glasgow City,129,38
S01003654,260,Glasgow City,612,29
S01003655,260,Glasgow City,652,28
S01003656,260,Glasgow City,739,27
S01003657,260,Glasgow City,484,30
S01003658,260,Glasgow City,2949,13
S01003659,260,Glasgow City,3247,11
S01003660,260,Glasgow City,5556,4
S01003661,260,Glasgow City,5431,4
S01003662,260,Glasgow City,1139,23
S01003663,260,Glasgow City,289,34
S01003664,260,Glasgow City,687,28
S01003665,260,Glasgow City,16,48
S01003666,260,Glasgow City,19,48
S01003667,260,Glasgow City,3270,11
S01003668,260,Glasgow City,1653,19
S01003669,260,Glasgow City,1190,23
S01003670,260,Glasgow City,233,35
S01003671,260,Glasgow City,1086,24
S01003672,260,Glasgow City,49,43
S01003673,260,Glasgow City,132,38
S01003674,260,Glasgow City,1284,22
S01003675,260,Glasgow City,5284,5
S01003676,260,Glasgow City,3491,10
S01003677,260,Glasgow City,996,25
S01003678,260,Glasgow City,1029,24
S01003679,260,Glasgow City,585,29
S01003680,260,Glasgow City,329,33
S01003681,260,Glasgow City,1663,19
S01003682,260,Glasgow City,3596,10
S01003683,260,Glasgow City,2278,16
S01003684,260,Glasgow City,1188,23
S01003685,260,Glasgow City,1737,19
S01003686,260,Glasgow City,1040,24
S01003687,260,Glasgow City,17,48
S01003688,260,Glasgow City,1066,24
S01003689,260,Glasgow City,42,44
S01003690,260,Glasgow City,126,38
S01003691,260,Glasgow City,2315,16
S01003692,260,Glasgow City,1293,22
S01003693,260,Glasgow City,1074,24
S01003694,260,Glasgow City,2861,13
S01003695,260,Glasgow City,1093,24
S01003696,260,Glasgow City,975,25
S01003697,260,Glasgow City,5703,4
S01003698,260,Glasgow City,1856,18
S01003699,260,Glasgow City,4895,6
S01003700,260,Glasgow City,1651,19
S01003701,260,Glasgow City,510,30
S01003702,260,Glasgow City,51,43
S01003703,260,Glasgow City,790,27
S01003704,260,Glasgow City,245,34
S01003705,260,Glasgow City,50,43
S01003706,260,Glasgow City,22,47
S01003707,260,Glasgow City,207,36
S01003708,260,Glasgow City,2,58
S01003709,260,Glasgow City,3,56
S01003710,260,Glasgow City,753,27
S01003711,260,Glasgow City,99,40
S01003712,260,Glasgow City,519,30
S01003713,260,Glasgow City,561,29
S01003714,260,Glasgow City,806,27
S01003715,260,Glasgow City,2736,14
S01003716,260,Glasgow City,95,40
S01003717,260,Glasgow City,189,36
S01003718,260,Glasgow City,395,32
S01003719,270,Highland,3944,9
S01003720,270,Highland,5078,5
S01003721,270,Highland,3836,9
S01003722,270,Highland,1761,19
S01003723,270,Highland,5114,5
S01003724,270,Highland,2823,13
S01003725,270,Highland,3552,10
S01003726,270,Highland,4333,7
S01003727,270,Highland,2623,14
S01003728,270,Highland,3936,9
S01003729,270,Highland,3091,12
S01003730,270,Highland,1125,23
S01003731,270,Highland,2091,17
S01003732,270,Highland,3779,9
S01003733,270,Highland,2020,17
S01003734,270,Highland,3603,10
S01003735,270,Highland,4419,7
S01003736,270,Highland,2674,14
S01003737,270,Highland,2562,15
S01003738,270,Highland,5471,4
S01003739,270,Highland,4108,8
S01003740,270,Highland,3316,11
S01003741,270,Highland,4914,6
S01003742,270,Highland,4252,8
S01003743,270,Highland,3989,9
S01003744,270,Highland,5790,3
S01003745,270,Highland,3793,9
S01003746,270,Highland,3474,11
S01003747,270,Highland,4205,8
S01003748,270,Highland,4103,8
S01003749,270,Highland,3838,9
S01003750,270,Highland,4309,8
S01003751,270,Highland,5459,4
S01003752,270,Highland,4673,6
S01003753,270,Highland,4665,6
S01003754,270,Highland,3416,11
S01003755,270,Highland,4080,8
S01003756,270,Highland,4883,6
S01003757,270,Highland,4349,7
S01003758,270,Highland,3537,10
S01003759,270,Highland,4156,8
S01003760,270,Highland,5174,5
S01003761,270,Highland,3338,11
S01003762,270,Highland,5404,4
S01003763,270,Highland,3164,12
S01003764,270,Highland,3340,11
S01003765,270,Highland,2651,14
S01003766,270,Highland,3932,9
S01003767,270,Highland,4052,8
S01003768,270,Highland,3986,9
S01003769,270,Highland,4358,7
S01003770,270,Highland,4869,6
S01003771,270,Highland,5100,5
S01003772,270,Highland,4840,6
S01003773,270,Highland,3941,9
S01003774,270,Highland,5545,4
S01003775,270,Highland,5154,5
S01003776,270,Highland,4220,8
S01003777,270,Highland,3935,9
S01003778,270,Highland,4923,6
S01003779,270,Highland,4896,6
S01003780,270,Highland,5057,5
S01003781,270,Highland,6038,3
S01003782,270,Highland,5097,5
S01003783,270,Highland,3572,10
S01003784,270,Highland,5173,5
S01003785,270,Highland,5451,4
S01003786,270,Highland,5691,4
S01003787,270,Highland,5601,4
S01003788,270,Highland,5464,4
S01003789,270,Highland,6481,1
S01003790,270,Highland,2593,14
S01003791,270,Highland,4368,7
S01003792,270,Highland,4290,8
S01003793,270,Highland,1590,20
S01003794,270,Highland,4048,8
S01003795,270,Highland,5334,5
S01003796,270,Highland,976,25
S01003797,270,Highland,2961,13
S01003798,270,Highland,6053,3
S01003799,270,Highland,6091,3
S01003800,270,Highland,2408,15
S01003801,270,Highland,2633,14
S01003802,270,Highland,4030,9
S01003803,270,Highland,5597,4
S01003804,270,Highland,2984,13
S01003805,270,Highland,1646,19
S01003806,270,Highland,2734,14
S01003807,270,Highland,6040,3
S01003808,270,Highland,2302,16
S01003809,270,Highland,2369,15
S01003810,270,Highland,5003,5
S01003811,270,Highland,5828,3
S01003812,270,Highland,1486,21
S01003813,270,Highland,5580,4
S01003814,270,Highland,6009,3
S01003815,270,Highland,3118,12
S01003816,270,Highland,5986,3
S01003817,270,Highland,1117,23
S01003818,270,Highland,1879,18
S01003819,270,Highland,4709,6
S01003820,270,Highland,4477,7
S01003821,270,Highland,2817,13
S01003822,270,Highland,4168,8
S01003823,270,Highland,3999,9
S01003824,270,Highland,4398,7
S01003825,270,Highland,4237,8
S01003826,270,Highland,3849,9
S01003827,270,Highland,3885,9
S01003828,270,Highland,5127,5
S01003829,270,Highland,2639,14
S01003830,270,Highland,1910,18
S01003831,270,Highland,4819,6
S01003832,270,Highland,3533,10
S01003833,270,Highland,1233,23
S01003834,270,Highland,3542,10
S01003835,270,Highland,5579,4
S01003836,270,Highland,3584,10
S01003837,270,Highland,1598,20
S01003838,270,Highland,3679,10
S01003839,270,Highland,1004,25
S01003840,270,Highland,5509,4
S01003841,270,Highland,3071,12
S01003842,270,Highland,4513,7
S01003843,270,Highland,4884,6
S01003844,270,Highland,5875,3
S01003845,270,Highland,1169,23
S01003846,270,Highland,4348,7
S01003847,270,Highland,3120,12
S01003848,270,Highland,6014,3
S01003849,270,Highland,731,27
S01003850,270,Highland,5033,5
S01003851,270,Highland,5747,4
S01003852,270,Highland,4881,6
S01003853,270,Highland,1054,24
S01003854,270,Highland,2960,13
S01003855,270,Highland,398,32
S01003856,270,Highland,2442,15
S01003857,270,Highland,4425,7
S01003858,270,Highland,2706,14
S01003859,270,Highland,6227,2
S01003860,270,Highland,128,38
S01003861,270,Highland,4842,6
S01003862,270,Highland,106,39
S01003863,270,Highland,5989,3
S01003864,270,Highland,4635,7
S01003865,270,Highland,3803,9
S01003866,270,Highland,4751,6
S01003867,270,Highland,1981,17
S01003868,270,Highland,6048,3
S01003869,270,Highland,5289,5
S01003870,270,Highland,4466,7
S01003871,270,Highland,4717,6
S01003872,270,Highland,4750,6
S01003873,270,Highland,3776,9
S01003874,270,Highland,5912,3
S01003875,270,Highland,4874,6
S01003876,270,Highland,5652,4
S01003877,270,Highland,5094,5
S01003878,270,Highland,1897,18
S01003879,270,Highland,5209,5
S01003880,270,Highland,3967,9
S01003881,270,Highland,4761,6
S01003882,270,Highland,1504,21
S01003883,270,Highland,4159,8
S01003884,270,Highland,1788,19
S01003885,270,Highland,2424,15
S01003886,270,Highland,2684,14
S01003887,270,Highland,1152,23
S01003888,270,Highland,5453,4
S01003889,270,Highland,4745,6
S01003890,270,Highland,6092,3
S01003891,270,Highland,5085,5
S01003892,270,Highland,2720,14
S01003893,270,Highland,5016,5
S01003894,270,Highland,2433,15
S01003895,270,Highland,5205,5
S01003896,270,Highland,6006,3
S01003897,270,Highland,4663,6
S01003898,270,Highland,4734,6
S01003899,270,Highland,4107,8
S01003900,270,Highland,3521,10
S01003901,270,Highland,3763,9
S01003902,270,Highland,4012,9
S01003903,270,Highland,4794,6
S01003904,270,Highland,2772,14
S01003905,270,Highland,5283,5
S01003906,270,Highland,3135,12
S01003907,270,Highland,684,28
S01003908,270,Highland,2906,13
S01003909,270,Highland,5607,4
S01003910,270,Highland,2546,15
S01003911,270,Highland,2923,13
S01003912,270,Highland,3747,9
S01003913,270,Highland,4811,6
S01003914,270,Highland,3305,11
S01003915,270,Highland,3088,12
S01003916,270,Highland,5363,4
S01003917,270,Highland,3586,10
S01003918,270,Highland,4076,8
S01003919,270,Highland,1936,18
S01003920,270,Highland,2941,13
S01003921,270,Highland,2219,16
S01003922,270,Highland,1110,24
S01003923,270,Highland,1247,22
S01003924,270,Highland,269,34
S01003925,270,Highland,2381,15
S01003926,270,Highland,648,28
S01003927,270,Highland,4540,7
S01003928,270,Highland,1473,21
S01003929,270,Highland,2722,14
S01003930,270,Highland,2010,17
S01003931,270,Highland,1812,18
S01003932,270,Highland,3822,9
S01003933,270,Highland,4508,7
S01003934,270,Highland,3449,11
S01003935,270,Highland,1209,23
S01003936,270,Highland,4737,6
S01003937,270,Highland,702,28
S01003938,270,Highland,4813,6
S01003939,270,Highland,3889,9
S01003940,270,Highland,2059,17
S01003941,270,Highland,3697,10
S01003942,270,Highland,2225,16
S01003943,270,Highland,2029,17
S01003944,270,Highland,2999,12
S01003945,270,Highland,5142,5
S01003946,270,Highland,4384,7
S01003947,270,Highland,4667,6
S01003948,270,Highland,5310,5
S01003949,270,Highland,3228,11
S01003950,270,Highland,4235,8
S01003951,270,Highland,3872,9
S01003952,270,Highland,3708,10
S01003953,270,Highland,3947,9
S01003954,270,Highland,3429,11
S01003955,270,Highland,3020,12
S01003956,270,Highland,3698,10
S01003957,270,Highland,3469,11
S01003958,270,Highland,3632,10
S01003959,270,Highland,3825,9
S01003960,270,Highland,3034,12
S01003961,270,Highland,2531,15
S01003962,270,Highland,2025,17
S01003963,270,Highland,4236,8
S01003964,270,Highland,4948,6
S01003965,270,Highland,3749,9
S01003966,270,Highland,3497,10
S01003967,270,Highland,3797,9
S01003968,270,Highland,2574,14
S01003969,270,Highland,2573,15
S01003970,270,Highland,4026,9
S01003971,270,Highland,1604,20
S01003972,270,Highland,3308,11
S01003973,270,Highland,3565,10
S01003974,270,Highland,3080,12
S01003975,270,Highland,5068,5
S01003976,270,Highland,568,29
S01003977,270,Highland,445,31
S01003978,270,Highland,1469,21
S01003979,270,Highland,2472,15
S01003980,270,Highland,5681,4
S01003981,270,Highland,3326,11
S01003982,270,Highland,3472,11
S01003983,270,Highland,4072,8
S01003984,270,Highland,1436,21
S01003985,270,Highland,300,33
S01003986,270,Highland,1665,19
S01003987,270,Highland,4649,6
S01003988,270,Highland,2796,14
S01003989,270,Highland,3963,9
S01003990,270,Highland,3203,12
S01003991,270,Highland,3740,9
S01003992,270,Highland,3606,10
S01003993,270,Highland,4692,6
S01003994,270,Highland,3544,10
S01003995,270,Highland,4657,6
S01003996,270,Highland,4911,6
S01003997,270,Highland,1388,21
S01003998,270,Highland,3937,9
S01003999,270,Highland,3900,9
S01004000,270,Highland,1903,18
S01004001,270,Highland,2494,15
S01004002,270,Highland,2632,14
S01004003,270,Highland,3756,9
S01004004,270,Highland,2471,15
S01004005,270,Highland,4586,7
S01004006,270,Highland,3976,9
S01004007,270,Highland,1382,21
S01004008,270,Highland,3627,10
S01004009,270,Highland,5299,5
S01004010,270,Highland,4688,6
S01004011,280,Inverclyde,4579,7
S01004012,280,Inverclyde,4389,7
S01004013,280,Inverclyde,5546,4
