Data Zone,Local Authority Code,local authority name,Income domain 2012 rank,Income domain 2012 rate (%)
S01002288,230,"Edinburgh, City of",2442,15
S01002289,230,"Edinburgh, City of",1591,20
S01002290,230,"Edinburgh, City of",1082,24
S01002291,230,"Edinburgh, City of",80,41
S01002292,230,"Edinburgh, City of",1306,22
S01002293,230,"Edinburgh, City of",2704,14
S01002294,230,"Edinburgh, City of",5190,5
S01002295,230,"Edinburgh, City of",5898,3
S01002296,230,"Edinburgh, City of",5152,5
S01002297,230,"Edinburgh, City of",3664,10
S01002298,230,"Edinburgh, City of",4595,7
S01002299,230,"Edinburgh, City of",5211,5
S01002300,230,"Edinburgh, City of",6101,3
S01002301,230,"Edinburgh, City of",2197,16
S01002302,230,"Edinburgh, City of",588,29
S01002303,230,"Edinburgh, City of",1471,21
S01002304,230,"Edinburgh, City of",3389,11
S01002305,230,"Edinburgh, City of",685,28
S01002306,230,"Edinburgh, City of",2669,14
S01002307,230,"Edinburgh, City of",3479,11
S01002308,230,"Edinburgh, City of",5278,5
S01002309,230,"Edinburgh, City of",1172,23
S01002310,230,"Edinburgh, City of",377,32
S01002311,230,"Edinburgh, City of",6075,3
S01002312,230,"Edinburgh, City of",350,32
S01002313,230,"Edinburgh, City of",5723,4
S01002314,230,"Edinburgh, City of",4570,7
S01002315,230,"Edinburgh, City of",5541,4
S01002316,230,"Edinburgh, City of",6270,2
S01002317,230,"Edinburgh, City of",3272,11
S01002318,230,"Edinburgh, City of",1618,20
S01002319,230,"Edinburgh, City of",913,25
S01002320,230,"Edinburgh, City of",5382,4
S01002321,230,"Edinburgh, City of",134,38
S01002322,230,"Edinburgh, City of",3875,9
S01002323,230,"Edinburgh, City of",3802,9
S01002324,230,"Edinburgh, City of",152,37
S01002325,230,"Edinburgh, City of",2252,16
S01002326,230,"Edinburgh, City of",2273,16
S01002327,230,"Edinburgh, City of",4024,9
S01002328,230,"Edinburgh, City of",5011,5
S01002329,230,"Edinburgh, City of",4846,6
S01002330,230,"Edinburgh, City of",3093,12
S01002331,230,"Edinburgh, City of",2982,13
S01002332,230,"Edinburgh, City of",6153,2
S01002333,230,"Edinburgh, City of",5755,4
S01002334,230,"Edinburgh, City of",5634,4
S01002335,230,"Edinburgh, City of",5069,5
S01002336,230,"Edinburgh, City of",5315,5
S01002337,230,"Edinburgh, City of",5243,5
S01002338,230,"Edinburgh, City of",1683,19
S01002339,235,Eilean Siar,2971,13
S01002340,235,Eilean Siar,2992,13
S01002341,235,Eilean Siar,3199,12
S01002342,235,Eilean Siar,2887,13
S01002343,235,Eilean Siar,3647,10
S01002344,235,Eilean Siar,4423,7
S01002345,235,Eilean Siar,3909,9
S01002346,235,Eilean Siar,3262,11
S01002347,235,Eilean Siar,3123,12
S01002348,235,Eilean Siar,2950,13
S01002349,235,Eilean Siar,2439,15
S01002350,235,Eilean Siar,2099,17
S01002351,235,Eilean Siar,1980,17
S01002352,235,Eilean Siar,2243,16
S01002353,235,Eilean Siar,4274,8
S01002354,235,Eilean Siar,4479,7
S01002355,235,Eilean Siar,2468,15
S01002356,235,Eilean Siar,2309,16
S01002357,235,Eilean Siar,3786,9
S01002358,235,Eilean Siar,3053,12
S01002359,235,Eilean Siar,2187,16
S01002360,235,Eilean Siar,2281,16
S01002361,235,Eilean Siar,3541,10
S01002362,235,Eilean Siar,3835,9
S01002363,235,Eilean Siar,3799,9
S01002364,235,Eilean Siar,1881,18
S01002365,235,Eilean Siar,2860,13
S01002366,235,Eilean Siar,3454,11
S01002367,235,Eilean Siar,3428,11
S01002368,235,Eilean Siar,3602,10
S01002369,235,Eilean Siar,2447,15
S01002370,235,Eilean Siar,2224,16
S01002371,235,Eilean Siar,3752,9
S01002372,235,Eilean Siar,2441,15
S01002373,235,Eilean Siar,2292,16
S01002374,235,Eilean Siar,2524,15
S01002375,240,Falkirk,1824,18
S01002376,240,Falkirk,2367,15
S01002377,240,Falkirk,1146,23
S01002378,240,Falkirk,5225,5
S01002379,240,Falkirk,2324,16
S01002380,240,Falkirk,2739,14
S01002381,240,Falkirk,2528,15
S01002382,240,Falkirk,689,28
S01002383,240,Falkirk,5908,3
S01002384,240,Falkirk,2242,16
S01002385,240,Falkirk,1430,21
S01002386,240,Falkirk,4225,8
S01002387,240,Falkirk,4033,8
S01002388,240,Falkirk,5872,3
S01002389,240,Falkirk,6067,3
S01002390,240,Falkirk,4485,7
S01002391,240,Falkirk,5865,3
S01002392,240,Falkirk,5600,4
S01002393,240,Falkirk,5731,4
S01002394,240,Falkirk,3448,11
S01002395,240,Falkirk,4682,6
S01002396,240,Falkirk,3350,11
S01002397,240,Falkirk,5558,4
S01002398,240,Falkirk,5930,3
S01002399,240,Falkirk,2163,16
S01002400,240,Falkirk,5945,3
S01002401,240,Falkirk,6407,1
S01002402,240,Falkirk,1035,24
S01002403,240,Falkirk,670,28
S01002404,240,Falkirk,4816,6
S01002405,240,Falkirk,6012,3
S01002406,240,Falkirk,1765,19
S01002407,240,Falkirk,2174,16
S01002408,240,Falkirk,1967,18
S01002409,240,Falkirk,4173,8
S01002410,240,Falkirk,5384,4
S01002411,240,Falkirk,4839,6
S01002412,240,Falkirk,5102,5
S01002413,240,Falkirk,2829,13
S01002414,240,Falkirk,628,28
S01002415,240,Falkirk,1893,18
S01002416,240,Falkirk,5510,4
S01002417,240,Falkirk,4367,7
S01002418,240,Falkirk,1960,18
S01002419,240,Falkirk,6238,2
S01002420,240,Falkirk,1662,19
S01002421,240,Falkirk,6208,2
S01002422,240,Falkirk,5516,4
S01002423,240,Falkirk,3532,10
S01002424,240,Falkirk,3437,11
S01002425,240,Falkirk,2654,14
S01002426,240,Falkirk,1896,18
S01002427,240,Falkirk,4136,8
S01002428,240,Falkirk,2845,13
S01002429,240,Falkirk,643,28
S01002430,240,Falkirk,4401,7
S01002431,240,Falkirk,2106,17
S01002432,240,Falkirk,4824,6
S01002433,240,Falkirk,2701,14
S01002434,240,Falkirk,2515,15
S01002435,240,Falkirk,1540,20
S01002436,240,Falkirk,1470,21
S01002437,240,Falkirk,4499,7
S01002438,240,Falkirk,1580,20
S01002439,240,Falkirk,3545,10
S01002440,240,Falkirk,2545,15
S01002441,240,Falkirk,6302,2
S01002442,240,Falkirk,3040,12
S01002443,240,Falkirk,1912,18
S01002444,240,Falkirk,442,31
S01002445,240,Falkirk,1935,18
S01002446,240,Falkirk,4281,8
S01002447,240,Falkirk,1845,18
S01002448,240,Falkirk,971,25
S01002449,240,Falkirk,5028,5
S01002450,240,Falkirk,1129,23
S01002451,240,Falkirk,3843,9
S01002452,240,Falkirk,1869,18
S01002453,240,Falkirk,4218,8
S01002454,240,Falkirk,4549,7
S01002455,240,Falkirk,3693,10
S01002456,240,Falkirk,876,26
S01002457,240,Falkirk,1607,20
S01002458,240,Falkirk,940,25
S01002459,240,Falkirk,2109,17
S01002460,240,Falkirk,507,30
S01002461,240,Falkirk,6285,2
S01002462,240,Falkirk,2393,15
S01002463,240,Falkirk,862,26
S01002464,240,Falkirk,2349,16
S01002465,240,Falkirk,5683,4
S01002466,240,Falkirk,2595,14
S01002467,240,Falkirk,1804,18
S01002468,240,Falkirk,1289,22
S01002469,240,Falkirk,2780,14
S01002470,240,Falkirk,1803,18
S01002471,240,Falkirk,3084,12
S01002472,240,Falkirk,286,34
S01002473,240,Falkirk,1521,20
S01002474,240,Falkirk,2614,14
S01002475,240,Falkirk,1708,19
S01002476,240,Falkirk,4937,6
S01002477,240,Falkirk,2807,13
S01002478,240,Falkirk,2942,13
S01002479,240,Falkirk,998,25
S01002480,240,Falkirk,2872,13
S01002481,240,Falkirk,2203,16
S01002482,240,Falkirk,328,33
S01002483,240,Falkirk,331,33
S01002484,240,Falkirk,1610,20
S01002485,240,Falkirk,5572,4
S01002486,240,Falkirk,949,25
S01002487,240,Falkirk,1500,21
S01002488,240,Falkirk,164,37
S01002489,240,Falkirk,1341,22
S01002490,240,Falkirk,3104,12
S01002491,240,Falkirk,2287,16
S01002492,240,Falkirk,4941,6
S01002493,240,Falkirk,2980,13
S01002494,240,Falkirk,4667,6
S01002495,240,Falkirk,2314,16
S01002496,240,Falkirk,4187,8
S01002497,240,Falkirk,1318,22
S01002498,240,Falkirk,6433,1
S01002499,240,Falkirk,1731,19
S01002500,240,Falkirk,2284,16
S01002501,240,Falkirk,4198,8
S01002502,240,Falkirk,672,28
S01002503,240,Falkirk,3131,12
S01002504,240,Falkirk,4097,8
S01002505,240,Falkirk,1717,19
S01002506,240,Falkirk,3189,12
S01002507,240,Falkirk,2079,17
S01002508,240,Falkirk,6147,2
S01002509,240,Falkirk,2839,13
S01002510,240,Falkirk,4822,6
S01002511,240,Falkirk,5267,5
S01002512,240,Falkirk,1754,19
S01002513,240,Falkirk,4838,6
S01002514,240,Falkirk,2263,16
S01002515,240,Falkirk,1370,21
S01002516,240,Falkirk,4402,7
S01002517,240,Falkirk,2145,17
S01002518,240,Falkirk,5500,4
S01002519,240,Falkirk,200,36
S01002520,240,Falkirk,165,37
S01002521,240,Falkirk,2052,17
S01002522,240,Falkirk,5370,4
S01002523,240,Falkirk,6467,1
S01002524,240,Falkirk,4145,8
S01002525,240,Falkirk,778,27
S01002526,240,Falkirk,4991,6
S01002527,240,Falkirk,5344,5
S01002528,240,Falkirk,4797,6
S01002529,240,Falkirk,917,25
S01002530,240,Falkirk,2061,17
S01002531,240,Falkirk,3548,10
S01002532,240,Falkirk,2612,14
S01002533,240,Falkirk,477,30
S01002534,240,Falkirk,1867,18
S01002535,240,Falkirk,2714,14
S01002536,240,Falkirk,338,33
S01002537,240,Falkirk,1242,22
S01002538,240,Falkirk,5105,5
S01002539,240,Falkirk,1180,23
S01002540,240,Falkirk,903,26
S01002541,240,Falkirk,4571,7
S01002542,240,Falkirk,3970,9
S01002543,240,Falkirk,174,37
S01002544,240,Falkirk,2631,14
S01002545,240,Falkirk,1766,19
S01002546,240,Falkirk,3194,12
S01002547,240,Falkirk,4267,8
S01002548,240,Falkirk,3445,11
S01002549,240,Falkirk,6320,2
S01002550,240,Falkirk,5838,3
S01002551,240,Falkirk,3217,11
S01002552,240,Falkirk,2518,15
S01002553,240,Falkirk,3138,12
S01002554,240,Falkirk,5697,4
S01002555,240,Falkirk,2983,13
S01002556,240,Falkirk,1404,21
S01002557,240,Falkirk,3287,11
S01002558,240,Falkirk,1806,18
S01002559,240,Falkirk,6186,2
S01002560,240,Falkirk,2998,12
S01002561,240,Falkirk,1796,18
S01002562,240,Falkirk,3585,10
S01002563,240,Falkirk,4642,6
S01002564,240,Falkirk,6224,2
S01002565,240,Falkirk,4992,6
S01002566,240,Falkirk,6409,1
S01002567,240,Falkirk,6119,3
S01002568,240,Falkirk,3193,12
S01002569,240,Falkirk,3762,9
S01002570,240,Falkirk,4113,8
S01002571,240,Falkirk,2628,14
S01002572,250,Fife,5807,3
S01002573,250,Fife,4184,8
S01002574,250,Fife,2244,16
S01002575,250,Fife,3191,12
S01002576,250,Fife,5690,4
S01002577,250,Fife,577,29
S01002578,250,Fife,5737,4
S01002579,250,Fife,4484,7
S01002580,250,Fife,842,26
S01002581,250,Fife,6441,1
S01002582,250,Fife,2132,17
S01002583,250,Fife,2222,16
S01002584,250,Fife,3376,11
S01002585,250,Fife,4085,8
S01002586,250,Fife,3211,12
S01002587,250,Fife,4889,6
S01002588,250,Fife,5934,3
S01002589,250,Fife,6272,2
S01002590,250,Fife,6071,3
S01002591,250,Fife,2579,14
S01002592,250,Fife,2338,16
S01002593,250,Fife,2027,17
S01002594,250,Fife,6207,2
S01002595,250,Fife,3218,11
S01002596,250,Fife,5223,5
S01002597,250,Fife,2560,15
S01002598,250,Fife,3700,10
S01002599,250,Fife,2747,14
S01002600,250,Fife,6155,2
S01002601,250,Fife,3114,12
S01002602,250,Fife,3536,10
S01002603,250,Fife,856,26
S01002604,250,Fife,5595,4
S01002605,250,Fife,3556,10
S01002606,250,Fife,1710,19
S01002607,250,Fife,2813,13
S01002608,250,Fife,5479,4
S01002609,250,Fife,2539,15
S01002610,250,Fife,3023,12
S01002611,250,Fife,4326,7
S01002612,250,Fife,5385,4
S01002613,250,Fife,5674,4
S01002614,250,Fife,5177,5
S01002615,250,Fife,4296,8
S01002616,250,Fife,5719,4
S01002617,250,Fife,1559,20
S01002618,250,Fife,593,29
S01002619,250,Fife,4720,6
S01002620,250,Fife,1215,23
S01002621,250,Fife,6018,3
S01002622,250,Fife,5521,4
S01002623,250,Fife,5756,4
S01002624,250,Fife,6177,2
S01002625,250,Fife,5827,3
S01002626,250,Fife,884,26
S01002627,250,Fife,6007,3
S01002628,250,Fife,6031,3
S01002629,250,Fife,4289,8
S01002630,250,Fife,2890,13
S01002631,250,Fife,5457,4
S01002632,250,Fife,3915,9
S01002633,250,Fife,3901,9
S01002634,250,Fife,4818,6
S01002635,250,Fife,5686,4
S01002636,250,Fife,3653,10
S01002637,250,Fife,2257,16
S01002638,250,Fife,1527,20
S01002639,250,Fife,4950,6
S01002640,250,Fife,5194,5
S01002641,250,Fife,4906,6
S01002642,250,Fife,1886,18
S01002643,250,Fife,1524,20
S01002644,250,Fife,2337,16
S01002645,250,Fife,1529,20
S01002646,250,Fife,3819,9
S01002647,250,Fife,635,28
S01002648,250,Fife,4766,6
S01002649,250,Fife,1568,20
S01002650,250,Fife,6428,1
S01002651,250,Fife,1679,19
S01002652,250,Fife,4823,6
S01002653,250,Fife,1996,17
S01002654,250,Fife,2173,16
S01002655,250,Fife,299,33
S01002656,250,Fife,578,29
S01002657,250,Fife,4699,6
S01002658,250,Fife,3230,11
S01002659,250,Fife,5360,4
S01002660,250,Fife,1643,19
S01002661,250,Fife,3608,10
S01002662,250,Fife,3950,9
S01002663,250,Fife,5265,5
S01002664,250,Fife,5848,3
S01002665,250,Fife,3367,11
S01002666,250,Fife,3725,10
S01002667,250,Fife,1261,22
S01002668,250,Fife,3658,10
S01002669,250,Fife,2502,15
S01002670,250,Fife,6342,2
S01002671,250,Fife,2430,15
S01002672,250,Fife,444,31
S01002673,250,Fife,1613,20
S01002674,250,Fife,3509,10
S01002675,250,Fife,5722,4
S01002676,250,Fife,3395,11
S01002677,250,Fife,626,28
S01002678,250,Fife,5588,4
S01002679,250,Fife,1263,22
S01002680,250,Fife,2652,14
S01002681,250,Fife,3188,12
S01002682,250,Fife,997,25
S01002683,250,Fife,4703,6
S01002684,250,Fife,2975,13
S01002685,250,Fife,318,33
S01002686,250,Fife,4904,6
S01002687,250,Fife,3881,9
S01002688,250,Fife,5860,3
S01002689,250,Fife,6356,2
S01002690,250,Fife,5596,4
S01002691,250,Fife,5014,5
S01002692,250,Fife,4553,7
S01002693,250,Fife,5276,5
S01002694,250,Fife,1235,23
S01002695,250,Fife,4083,8
S01002696,250,Fife,3004,12
S01002697,250,Fife,4551,7
S01002698,250,Fife,3049,12
S01002699,250,Fife,1484,21
S01002700,250,Fife,1079,24
S01002701,250,Fife,5856,3
S01002702,250,Fife,1438,21
S01002703,250,Fife,2841,13
S01002704,250,Fife,3492,10
S01002705,250,Fife,2281,16
S01002706,250,Fife,1130,23
S01002707,250,Fife,1043,24
S01002708,250,Fife,3103,12
S01002709,250,Fife,700,28
S01002710,250,Fife,5331,5
S01002711,250,Fife,1536,20
S01002712,250,Fife,2680,14
S01002713,250,Fife,307,33
S01002714,250,Fife,651,28
S01002715,250,Fife,1510,20
S01002716,250,Fife,5678,4
S01002717,250,Fife,4168,8
S01002718,250,Fife,788,27
S01002719,250,Fife,2469,15
S01002720,250,Fife,5936,3
S01002721,250,Fife,760,27
S01002722,250,Fife,2432,15
S01002723,250,Fife,2510,15
S01002724,250,Fife,1942,18
S01002725,250,Fife,3295,11
S01002726,250,Fife,4173,8
S01002727,250,Fife,4977,6
S01002728,250,Fife,2277,16
S01002729,250,Fife,5323,5
S01002730,250,Fife,2643,14
S01002731,250,Fife,1693,19
S01002732,250,Fife,3070,12
S01002733,250,Fife,4435,7
S01002734,250,Fife,2398,15
S01002735,250,Fife,3078,12
S01002736,250,Fife,3178,12
S01002737,250,Fife,3149,12
S01002738,250,Fife,3251,11
S01002739,250,Fife,4430,7
S01002740,250,Fife,5383,4
S01002741,250,Fife,3498,10
S01002742,250,Fife,1861,18
S01002743,250,Fife,805,27
S01002744,250,Fife,6073,3
S01002745,250,Fife,873,26
S01002746,250,Fife,2729,14
S01002747,250,Fife,977,25
S01002748,250,Fife,1548,20
S01002749,250,Fife,712,27
S01002750,250,Fife,705,28
S01002751,250,Fife,1380,21
S01002752,250,Fife,2416,15
S01002753,250,Fife,5675,4
S01002754,250,Fife,3805,9
S01002755,250,Fife,327,33
S01002756,250,Fife,749,27
S01002757,250,Fife,3169,12
S01002758,250,Fife,875,26
S01002759,250,Fife,879,26
S01002760,250,Fife,1874,18
S01002761,250,Fife,1412,21
S01002762,250,Fife,483,30
S01002763,250,Fife,1759,19
S01002764,250,Fife,713,27
S01002765,250,Fife,29,46
S01002766,250,Fife,896,26
S01002767,250,Fife,3772,9
S01002768,250,Fife,3105,12
S01002769,250,Fife,2842,13
S01002770,250,Fife,2186,16
S01002771,250,Fife,800,27
S01002772,250,Fife,3481,11
S01002773,250,Fife,2374,15
S01002774,250,Fife,1182,23
S01002775,250,Fife,383,32
S01002776,250,Fife,2438,15
S01002777,250,Fife,2566,15
S01002778,250,Fife,943,25
S01002779,250,Fife,25,47
S01002780,250,Fife,518,30
S01002781,250,Fife,2760,14
S01002782,250,Fife,1145,23
S01002783,250,Fife,2000,17
S01002784,250,Fife,1946,18
S01002785,250,Fife,925,25
S01002786,250,Fife,5353,5
S01002787,250,Fife,2098,17
S01002788,250,Fife,4410,7
S01002789,250,Fife,5214,5
S01002790,250,Fife,777,27
S01002791,250,Fife,479,30
S01002792,250,Fife,3880,9
S01002793,250,Fife,697,28
S01002794,250,Fife,2353,16
S01002795,250,Fife,5884,3
S01002796,250,Fife,3810,9
S01002797,250,Fife,5772,3
S01002798,250,Fife,1450,21
S01002799,250,Fife,1240,23
S01002800,250,Fife,5700,4
S01002801,250,Fife,1133,23
S01002802,250,Fife,5766,4
S01002803,250,Fife,2907,13
S01002804,250,Fife,2300,16
S01002805,250,Fife,1279,22
S01002806,250,Fife,4246,8
S01002807,250,Fife,1659,19
S01002808,250,Fife,794,27
S01002809,250,Fife,1148,23
S01002810,250,Fife,2167,16
S01002811,250,Fife,3054,12
S01002812,250,Fife,4390,7
S01002813,250,Fife,1105,24
S01002814,250,Fife,2156,16
S01002815,250,Fife,970,25
S01002816,250,Fife,1506,21
S01002817,250,Fife,1453,21
S01002818,250,Fife,1894,18
S01002819,250,Fife,77,41
S01002820,250,Fife,706,28
S01002821,250,Fife,1010,25
S01002822,250,Fife,928,25
S01002823,250,Fife,460,31
S01002824,250,Fife,2921,13
S01002825,250,Fife,918,25
S01002826,250,Fife,1313,22
S01002827,250,Fife,1094,24
S01002828,250,Fife,2985,13
S01002829,250,Fife,1107,24
S01002830,250,Fife,1179,23
S01002831,250,Fife,2526,15
S01002832,250,Fife,2389,15
S01002833,250,Fife,4507,7
S01002834,250,Fife,1921,18
S01002835,250,Fife,1878,18
S01002836,250,Fife,1437,21
S01002837,250,Fife,944,25
S01002838,250,Fife,1599,20
S01002839,250,Fife,919,25
S01002840,250,Fife,2032,17
S01002841,250,Fife,5793,3
S01002842,250,Fife,226,35
S01002843,250,Fife,166,37
S01002844,250,Fife,4422,7
S01002845,250,Fife,1239,23
S01002846,250,Fife,4272,8
S01002847,250,Fife,3099,12
S01002848,250,Fife,1535,20
S01002849,250,Fife,2843,13
S01002850,250,Fife,1426,21
S01002851,250,Fife,4631,7
S01002852,250,Fife,1147,23
S01002853,250,Fife,275,34
S01002854,250,Fife,1329,22
S01002855,250,Fife,146,37
S01002856,250,Fife,201,36
S01002857,250,Fife,4680,6
S01002858,250,Fife,4387,7
S01002859,250,Fife,872,26
S01002860,250,Fife,2473,15
S01002861,250,Fife,1773,19
S01002862,250,Fife,1959,18
S01002863,250,Fife,1250,22
S01002864,250,Fife,149,37
S01002865,250,Fife,2070,17
S01002866,250,Fife,819,26
S01002867,250,Fife,3862,9
S01002868,250,Fife,999,25
S01002869,250,Fife,2676,14
S01002870,250,Fife,3127,12
S01002871,250,Fife,2695,14
S01002872,250,Fife,1483,21
S01002873,250,Fife,1630,20
S01002874,250,Fife,1782,19
S01002875,250,Fife,854,26
S01002876,250,Fife,384,32
S01002877,250,Fife,758,27
S01002878,250,Fife,2792,14
S01002879,250,Fife,2498,15
S01002880,250,Fife,4599,7
S01002881,250,Fife,2350,16
S01002882,250,Fife,999,25
S01002883,250,Fife,2398,15
S01002884,250,Fife,2241,16
S01002885,250,Fife,4748,6
S01002886,250,Fife,1965,18
S01002887,250,Fife,2065,17
S01002888,250,Fife,4928,6
S01002889,250,Fife,502,30
S01002890,250,Fife,594,29
S01002891,250,Fife,1992,17
S01002892,250,Fife,1830,18
S01002893,250,Fife,2250,16
S01002894,250,Fife,4606,7
S01002895,250,Fife,814,26
S01002896,250,Fife,3557,10
S01002897,250,Fife,1211,23
S01002898,250,Fife,3567,10
S01002899,250,Fife,5749,4
S01002900,250,Fife,936,25
S01002901,250,Fife,2269,16
S01002902,250,Fife,2948,13
